CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation,USASpending Obligation
93.136,Injury Prevention and Control Research and State and Community Based Programs,completeness,102000000.00
93.142,NIEHS Hazardous Waste Worker Health and Safety Training,timeliness,26755000.00
93.143,NIEHS Superfund Hazardous Substances_Basic Research and Education,timeliness,46340000.00
93.145,AIDS Education and Training Centers,consistency,32723479.00,116057291.00
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",completeness,70947170.00
93.155,Rural Health Research Centers,consistency,4740000.00,7564215.00
93.156,"Geriatric Training for Physicians, Dentists and Behavioral/Mental Health Professionals",completeness,7152000.00
93.161,Health Program for Toxic Substances and Disease Registry,consistency,8045550.00,2670000.00
93.164,Indian Health Service Educational Loan Repayment,consistency,23608630.00,
93.165,Grants to States for Loan Repayment Program,completeness,9151764.00
93.172,Human Genome Research,completeness,444024000.00
93.173,Research Related to Deafness and Communication Disorders,timeliness,328000000.00
93.178,Nursing Workforce Diversity,timeliness,14851245.00
93.184,Disabilities Prevention,completeness,17461660.00
93.185,"Immunization Research, Demonstration, Public Information and Education_Training and Clinical Skills Improvement Projects",consistency,9000000.00,133529523.00
93.187,Undergraduate Scholarship Program for Individuals from Disadvantaged Backgrounds,consistency,280000.00,
93.191,Patient Navigator and Chronic Disease Prevention Program,consistency,1884098.00,4952359.00
93.193,Urban Indian Health Services,consistency,36189000.00,11325494.00
93.197,Childhood Lead Poisoning Prevention Projects_State and Local Childhood Lead Poisoning Prevention and Surveillance of Blood Lead Levels in Children,completeness,27409189.00
93.204,Surveillance of Hazardous Substance Emergency Events,consistency,989871.00,1634049.00
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,completeness,1236000000.00
93.211,Telehealth Programs,completeness,6690000.00
93.212,Chiropractic Demonstration Project Grants,completeness,1814492.00
93.213,Research and Training in Complementary and Alternative Medicine,timeliness,88547000.00
93.220,Clinical Research Loan Repayment Program for Individuals from Disadvantaged Backgrounds,consistency,77469.00,
93.223,Development and Coordination of Rural Health Services,completeness,750000.00
93.224,"Consolidated Health Centers (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, Public Housing Primary Care, and School Based Health Centers)",completeness,1915000000.00
93.225,National Research Service Awards_Health Services Research Training,completeness,7902000.00
93.226,"Research on Healthcare Costs, Quality and Outcomes",completeness,91544000.00
93.228,Indian Health Service_Health Management Development Program,consistency,2586000.00,118955055.00
93.231,Epidemiology Cooperative Agreements,consistency,6000000.00,12829906.00
93.232,Loan Repayment Program for General Research,consistency,4972327.00,
93.233,National Center on Sleep Disorders Research,timeliness,44823936.00
93.234,Traumatic Brain Injury State Demonstration Grant Program,completeness,6050836.00
93.236,Grants for Dental Public Health Residency Training,consistency,4612180.00,10192320.00
93.237,Special Diabetes Program for Indians_Diabetes Prevention and Treatment  Projects,timeliness,112300000.00
93.240,State Capacity Building,completeness,11500000.00
93.241,State Rural Hospital Flexibility Program,completeness,47800000.00
93.242,Mental Health Research Grants,timeliness,963287000.00
93.247,Advanced Nursing Education Grant Program ,timeliness,40697432.00
93.251,Universal Newborn Hearing Screening,completeness,17791229.00
93.253,Poison Center Support and Enhancement Grant Program,consistency,8900000.00,25438210.00
93.254,Infant Adoption Awareness Training,completeness,12953000.00
93.256,State Health Access Program ,completeness,70945306.00
93.257,"Grants for Education, Prevention, and Early Detection of Radiogenic Cancers and Diseases",completeness,1517930.00
93.259,Rural Access to Emergency Devices Grant,consistency,557000.00,1277697.00
93.262,Occupational Safety and Health Program,consistency,94525742.00,215515962.00
93.265,Comprehensive Geriatric Education Program(CGEP),timeliness,4163057.00
93.266,Rapid Expansion of Antiretroviral Therapy Programs for HIV-Infected Persons in Selected Countries in Africa and the Caribbean Under the President's Emergency Plan for AIDS Relief,completeness,152000000.00
93.268,Immunization Grants,consistency,3514289286.00,289825024.00
93.269,Complex Humanitarian Emergency and War-Related Injury Public Health Activities,consistency,250000.00,2790000.00
93.270,Adult Viral Hepatitis Prevention and Control,consistency,4972193.00,
93.271,Alcohol Research Career Development Awards for Scientists and Clinicians,completeness,12346000.00
93.272,Alcohol National Research Service Awards for Research Training,consistency,1128400.00,10471615.00
93.273,Alcohol Research Programs,completeness,340803000.00
93.275,Substance Abuse and Mental Health Services-Access to Recovery,completeness,97550168.00
93.276,Drug-Free Communities Support Program Grants,completeness,81831124.00
93.279,Drug Abuse and Addiction Research Programs,consistency,38645000.00,779686780.00
93.281,Mental Health Research Career/Scientist Development Awards,timeliness,70480000.00
93.282,Mental Health National Research Service Awards for Research Training,timeliness,50197000.00
93.283,Centers for Disease Control and Prevention_Investigations and Technical Assistance,consistency,36370099.00,883067698.00
93.284,Injury Prevention Program for American Indians and Alaskan Natives_Cooperative Agreements,completeness,1400000.00
93.300,National Center for Health Workforce Analysis,completeness,750000.00
93.301,Small Rural Hospital Improvement Grant Program,completeness,14879518.00
93.307,Minority Health and Health Disparities Research ,completeness,203432759.00
93.310,Trans-NIH Research Support,completeness,498000000.00
93.359,"Nurse Education, Practice and Retention Grants",timeliness,34461514.00
93.361,Nursing Research,completeness,121815000.00
93.392,Cancer Construction,consistency,0.00,6687798.00
93.365,Sickle Cell Treatment Demonstration Program,completeness,3918699.00
93.389,National Center for Research Resources,timeliness,1589428000.00
93.393,Cancer Cause and Prevention Research,timeliness,1292766000.00
93.394,Cancer Detection and Diagnosis Research,completeness,512016000.00
93.395,Cancer Treatment Research,timeliness,536494000.00
93.396,Cancer Biology Research,timeliness,506514000.00
93.397,Cancer Centers Support Grants,completeness,479564000.00
93.398,Cancer Research Manpower,completeness,181540000.00
93.399,Cancer Control,timeliness,170459000.00
93.404,ARRA  Dental Public Health Residency Training Grants,consistency,269032.00,810925.00
93.407,ARRA - Scholarships for Disadvantaged Students,completeness,19342430.00
93.408,ARRA - Nurse Faculty Loan Program,completeness,5328340.00
93.410,ARRA  Licensure Portability Grant Program,consistency,700000.00,
93.412,ARRA - Preventive Medicine Residency Program,consistency,1198894.00,
93.415,ARRA - Centers of Excellence,consistency,12036127.00,5029439.00
93.416,ARRA - Health Careers Opportunity Program,consistency,0.00,2504098.00
93.417,ARRA - Nursing Workforce Diversity,completeness,2617845.00
93.444,Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement,consistency,164979.00,
93.550,Transitional Living for Homeless Youth,timeliness,43764000.00
93.551,Abandoned Infants,completeness,11628000.00
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",completeness,17721000.00
93.564,Child Support Enforcement Research,completeness,4000000.00
93.570,Community Services Block Grant_Discretionary Awards,completeness,45984000.00
93.576,Refugee and Entrant Assistance_Discretionary Grants,completeness,75069000.00
93.579,U.S. Repatriation,consistency,1300000.00,273814.00
93.581,Improving the Capability of Indian Tribal Governments to Regulate Environmental Quality,completeness,2471419.00
93.583,Refugee and Entrant Assistance_Wilson/Fish Program,completeness,30000000.00
93.587,Promote the Survival and Continuing Vitality of Native American Languages,completeness,9805374.00
93.592,Family Violence Prevention and Services/Grants for Battered Women's Shelters_Discretionary Grants,completeness,15985500.00
93.593,Job Opportunities for Low-Income Individuals,completeness,5288000.00
93.595,"Welfare Reform Research, Evaluations and National Studies",consistency,41980000.00,1542218.00
93.597,Grants to States for Access and Visitation Programs,timeliness,10000000.00
93.598,Services to Victims of a Severe Form of Trafficking,timeliness,4086000.00
93.600,Head Start,completeness,7110283000.00
93.601,Child Support Enforcement Demonstrations and Special Projects,completeness,1148332.00
93.602,Assets for Independence Demonstration Program,timeliness,22515000.00
93.604,Assistance for Torture Victims,completeness,10603000.00
93.605,Family Connection Grants,completeness,14923381.00
93.612,Native American Programs,completeness,28508306.00
93.616,Mentoring Children of Prisoners,completeness,49300000.00
93.623,Basic Center Grant,completeness,53468000.00
93.631,Developmental Disabilities Projects of National Significance,completeness,14134000.00
93.632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",timeliness,37943000.00
93.647,Social Services Research and Demonstration,completeness,20188000.00
93.648,Child Welfare Research Training or Demonstration ,completeness,7207000.00
93.652,Adoption Opportunities,completeness,26379000.00
93.670,Child Abuse and Neglect Discretionary Activities,completeness,41740000.00
93.676,Unaccompanied Alien Children Program,timeliness,102312000.00
93.702,"National Center for Research Resources, Recovery Act Construction Support",consistency,1000000000.00,31024729.00
93.703,ARRA  Grants to Health Center Programs,timeliness,1348000000.00
93.706,Aging Nutrition Services for Native Americans,timeliness,3000000.00
93.708,ARRA - Head Start,timeliness,570000000.00
93.715,Recovery Act  Comparative Effectiveness Research - AHRQ,completeness,296669.00
93.722,ARRA - IHS Tribal Agreements,timeliness,80000000.00
93.768,Medicaid Infrastructure Grants To Support the Competitive Employment of People with Disabilities,timeliness,65262608.00
93.769,Demonstration to Maintain Independence and Employment,consistency,3490710.00,
93.779,"Centers for Medicare and Medicaid Services (CMS) Research, Demonstrations and Evaluations",consistency,30192000.00,64235000.00
93.789,Alternatives to Psychiatric Residential Treatment Facilities for Children,completeness,8804328.00
93.790,Alternate Non-Emergency Service Providers or Networks,completeness,24020801.00
93.791,Money Follows the Person Rebalancing Demonstration ,timeliness,250450045.00
93.822,Health Careers Opportunity Program,timeliness,19133000.00
93.824,Area Health Education Centers Infrastructure Development Awards,completeness,12000000.00
93.837,Cardiovascular Diseases Research,completeness,1340807006.00
93.838,Lung Diseases Research,timeliness,556212914.00
93.839,Blood Diseases and Resources Research,completeness,363994253.00
93.846,"Arthritis, Musculoskeletal and Skin Diseases Research",timeliness,829590000.00
93.847,"Diabetes, Digestive, and Kidney Diseases Extramural Research",completeness,1352092000.00
93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,completeness,2534355000.00
93.855,"Allergy, Immunology and Transplantation Research",consistency,619217000.00,2567901871.00
93.856,Microbiology and Infectious Diseases Research,consistency,2073724000.00,15562825.00
93.859,Biomedical Research and Research Training,timeliness,1911377000.00
93.865,Child Health and Human Development Extramural Research,consistency,1830120000.00,790419979.00
93.866,Aging Research,completeness,878098000.00
93.867,Vision Research,timeliness,550318000.00
93.879,Medical Library Assistance,completeness,62121000.00
93.884,Grants for Training in Primary Care Medicine and Dentistry,completeness,44351267.00
93.887,Health Care and Other Facilities,completeness,258880378.00
93.888,Specially Selected Health Projects,completeness,48678529.00
93.891,Alcohol Research Center Grants,consistency,27276000.00,6341904.00
93.912,"Rural Health Care Services Outreach, Rural Health Network Development and Small Health Care Provider  Quality Improvement Program ",timeliness,56000000.00
93.913,Grants to States for Operation of Offices of Rural Health,completeness,9260000.00
93.914,HIV Emergency Relief Project Grants,consistency,663082000.00,633029212.00
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,completeness,188751445.00
93.919,Cooperative Agreements for State-Based Comprehensive Breast and Cervical Cancer Early Detection Programs,consistency,159825794.00,
93.923,Disadvantaged Health Professions Faculty Loan Repayment (FLRP) and Minority Faculty Fellowship Program (MFFP),consistency,1178588.00,67768.00
93.924,Ryan White HIV/AIDS Dental Reimbursements Community Based Dental Partnership,completeness,12828470.00
93.925,Scholarships for Health Professions Students from Disadvantaged Backgrounds,timeliness,42105260.00
93.926,Healthy Start Initiative,timeliness,95889912.00
93.928,Special Projects of National Significance,completeness,25000000.00
93.932,Native Hawaiian Health Systems,completeness,12650000.00
93.933,Demonstration Projects for Indian Health,completeness,11959065.00
93.936,National Institutes of Health Acquired Immunodeficiency Syndrome Research Loan Repayment Program,consistency,48000.00,23206222.00
93.938,Cooperative Agreements to Support Comprehensive School Health Programs to Prevent the Spread of HIV and Other Important Health Problems,completeness,35593573.00
93.939,HIV Prevention Activities_Non-Governmental Organization Based,completeness,77501379.00
93.940,HIV Prevention Activities_Health Department Based,completeness,339224029.00
93.941,"HIV Demonstration, Research, Public and Professional Education Projects",consistency,14945541.00,390490649.00
93.942,"Research, Treatment and Education Programs on Lyme Disease in the United States",completeness,1400363.00
93.943,Epidemiologic Research Studies of Acquired Immunodeficiency Syndrome (AIDS) and Human Immunodeficiency Virus (HIV) Infection in Selected Population Groups,consistency,4483640.00,69848261.00
93.944,Human Immunodeficiency Virus (HIV)/Acquired Immunodeficiency Virus Syndrome (AIDS) Surveillance,timeliness,76044582.00
93.945,Assistance Programs for Chronic Disease Prevention and Control,completeness,54337394.00
93.946,Cooperative Agreements to Support State-Based Safe Motherhood and Infant Health Initiative Programs,consistency,5200000.00,16323235.00
93.947,"Tuberculosis Demonstration, Research, Public and Professional Education",completeness,799582.00
93.954,Tribal Recruitment and Retention of Health Professionals into Indian Health Programs,consistency,100000.00,
93.965,Coal Miners Respiratory Impairment Treatment Clinics and Services,completeness,5600000.00
93.969,Geriatric Education Centers,completeness,16083587.00
93.970,Health Professions Recruitment Program for Indians,consistency,1767216.00,2709454.00
93.971,Health Professions Preparatory Scholarship Program for Indians,consistency,2519107.00,
93.972,Health Professions Scholarship Program,consistency,9603857.00,
93.977,Preventive Health Services_Sexually Transmitted Diseases Control Grants,timeliness,107899583.00
93.978,"Preventive Health Services_Sexually Transmitted Diseases Research, Demonstrations, and Public Information and Education Grants",consistency,4810883.00,7982296.00
93.982,Mental Health Disaster Assistance and Emergency Mental Health,timeliness,29754402.00
93.250,Geriatric Academic Career Awards,consistency,6278819.00,
93.360,"Biomedical Advanced Research and Development Authority (BARDA), Biodefense Medical Countermeasure Development",consistency,15000000.00,
93.720,ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative,completeness,1000000.00
93.162,National Health Service Corps Loan Repayment Program,consistency,63394077.00,
93.209,Contraception and Infertility Research Loan Repayment Program,consistency,1069015.00,
93.255,Children's Hospitals Graduate Medical Education Payment,consistency,297000000.00,136009742.00
93.280,National Institutes of Health Loan Repayment Program for Clinical Researchers,consistency,40286759.00,
93.285,National Institutes of Health Pediatric Research Loan Repayment Program,consistency,18150387.00,
93.288,National Health Service Corps Scholarship Program,consistency,19441374.00,
93.308,Extramural Loan Repayment for Individuals from Disadvantaged Backgrounds Conducting Clinical Research,consistency,13132490.00,
93.400,National Health Service Corps Scholarship Program,consistency,8411500.00,
93.401,ARRA - National Health Service Corps Loan Repayment ,consistency,37087055.00,
93.406,Nursing Education Loan Repayment Program (NELRP),consistency,26864400.00,
93.409,Faculty Loan Repayment Programs,consistency,1194841.00,
93.441,Indian Self-Determination,consistency,509600000.00,146850932.00
93.704,Trans-NIH Recovery Act Loan Repayment Support,consistency,12000000.00,
93.770,Medicare_Prescription Drug Coverage,completeness,53197241904.00
93.773,Medicare_Hospital Insurance,completeness,241093000000.00
93.774,Medicare_Supplementary Medical Insurance,completeness,204493000000.00
93.784,Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,consistency,144000000.00,
93.908,Nursing Education Loan Repayment Program ,consistency,19994198.00,
97.008,Non-Profit Security Program,timeliness,15000000.00
97.012,Boating Safety Financial Assistance,completeness,133552127.00
97.024,Emergency Food and Shelter National Board Program,consistency,200000000.00,
97.042,Emergency Management Performance Grants,consistency,315000000.00,-1420944.00
97.067,Homeland Security Grant Program,timeliness,1714300154.00
97.073,State Homeland Security Program (SHSP),consistency,861265000.00,
97.005,State and Local Homeland Security National Training Program,timeliness,118260050.00
97.010,Citizenship Education and Training,consistency,1600000.00,
97.020,Hazardous Materials Training Program,consistency,0.00,-2980485.00
97.021,Hazardous Materials Assistance Program,consistency,0.00,-2604.00
97.023,Community Assistance Program State Support Services Element (CAP-SSSE),consistency,8600000.00,136369.00
97.025,National Urban Search and Rescue (US&R) Response System,consistency,28629280.00,-55978930.00
97.029,Flood Mitigation Assistance,consistency,30000000.00,-17529834.00
97.032,Crisis Counseling,consistency,37377764.00,9574386.00
97.036,Disaster Grants - Public Assistance (Presidentially Declared Disasters),completeness,5743024360.00
97.039,Hazard Mitigation Grant,consistency,312936080.00,608896275.00
97.040,Chemical Stockpile Emergency Preparedness Program,consistency,69493064.00,8897709.00
97.041,National Dam Safety Program,consistency,7550000.00,31451314.00
97.043,State Fire Training Systems Grants,consistency,1400000.00,-12495390.00
97.044,Assistance to Firefighters Grant,consistency,565000000.00,28925867.00
97.045,Cooperating Technical Partners,consistency,77000000.00,186049.00
97.046,Fire Management Assistance Grant,consistency,30000000.00,
97.047,Pre-Disaster Mitigation,consistency,90000000.00,25971576.00
97.048,Federal Disaster Assistance to Individuals and Households in Presidential Declared Disaster Areas,consistency,810579689.00,
97.052,Emergency Operations Centers,timeliness,34002500.00
97.053,Citizen Corps,consistency,15000000.00,650000.00
97.055,Interoperable Emergency Communications,timeliness,48575000.00
97.057,Intercity Bus Security Grants,timeliness,11658000.00
97.059,Truck Security Program,timeliness,2224750.00
97.062,"Scholars and Fellows, and Educational Programs",consistency,3500000.00,
97.066,"Homeland Security Information Technology Research, Testing, Evaluation and Demonstration Program",consistency,3500000.00,-125170.00
97.069,Aviation Research Grants,consistency,6000000.00,
97.071,Metropolitan Medical Response System,consistency,39831404.00,
97.072,National Explosives Detection Canine Team Program,consistency,26895905.00,7782571.00
97.075,Rail and Transit Security Grant Program,timeliness,388600000.00
97.076,National Center for Missing and Exploited Children (NCMEC) ,consistency,6203000.00,
97.078,Buffer Zone Protection Program (BZPP) ,timeliness,48575000.00
97.082,Earthquake Consortium,consistency,3225000.00,
97.083,Staffing for Adequate Fire and Emergency Response (SAFER),consistency,210000000.00,
97.088,Disaster Assistance Projects,consistency,10696650.00,
97.089,Driver's License Security Grant Program,timeliness,50000000.00
97.092,Repetitive Flood Claims,consistency,10000000.00,658943.00
97.093,Fire Service Hazardous Materials Preparedness and Response,consistency,50000.00,
97.094,Prevention Advocacy Resources and Data Exchange Program,consistency,24000.00,
97.097,Training Resource and Data Exchange,consistency,93000.00,
97.098,Disaster Donations Management Program ,consistency,515425.00,
97.099,Residential Fire Safety & Fire Sprinkler Initiatives ,consistency,130000.00,
97.103,Degrees at a Distance Program ,consistency,70000.00,
97.104,"Homeland Security-related Science, Technology, Engineering and Mathematics (HS STEM) Career Development Program",consistency,3500000.00,
97.105,Firefighter Health and Safety,consistency,371950.00,
97.107,National Incident Management System (NIMS),consistency,3839520.00,
97.109,Disaster Housing Assistance Grant,consistency,365354435.00,
97.110,Severe Repetitive Loss Program,consistency,63000000.00,
97.112,Border Infrastructure Improvement Projects,consistency,39733814.00,
97.119,2010 Olympics First Responder Training,timeliness,157000.00
97.018,National Fire Academy Training Assistance,consistency,1600000.00,
97.033,Disaster Legal Services,consistency,96269.00,
97.034,Disaster Unemployment Assistance,consistency,17950169.00,
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,consistency,330717896.00,
97.090,Law Enforcement Officer Reimbursement Agreement Program,consistency,62949907.00,17410692.00
97.100,Airport Checked Baggage Screening Program,timeliness,82000000.00
97.022,Flood Insurance,consistency,145680052.00,435514472396.00
14.218,Community Development Block Grants/Entitlement Grants,consistency,2544477000.00,6714337245.00
14.228,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,consistency,1090490000.00,4111352511.00
14.231,Emergency Shelter Grants Program,consistency,160000000.00,995874097.00
14.239,Home Investment Partnerships Program,completeness,1825000000.00
14.241,Housing Opportunities for Persons with AIDS,completeness,310000000.00
14.253,Community Development Block Grant ARRA Entitlement Grants (CDBG-R)(Recovery Act Funded),completeness,681000000.00
14.255,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii  (Recovery Act Funded),completeness,292000000.00
14.257,Homelessness Prevention and Rapid Re-Housing Program (Recovery Act Funded),completeness,1350000000.00
14.258,Tax Credit Assistance Program (Recovery Act Funded),completeness,2250000000.00
14.867,Indian Housing Block Grants,completeness,640943926.00
14.872,Public Housing Capital Fund,completeness,1955858204.00
14.881,Moving to Work Demonstration Program,consistency,3483595367.00,
14.904,Lead Outreach Grants,consistency,2000000.00,
14.169,Housing Counseling Assistance Program,completeness,65000000.00
14.191,Multifamily Housing Service Coordinators,consistency,0.00,45796618.00
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,timeliness,7000000.00
14.227,Community Development Block Grants/Technical Assistance Program,completeness,5000000.00
14.235,Supportive Housing Program,consistency,1052265000.00,-40003.00
14.238,Shelter Plus Care,completeness,432847000.00
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,consistency,175311000.00,11848970.00
14.247,Self-Help Homeownership Opportunity Program,consistency,26500000.00,59999998.00
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,consistency,7463000.00,-13819890.00
14.250,Rural Housing and Economic Development,completeness,26000000.00
14.251,"Economic Development Initiative-Special Project, Neighborhood Initiative and Miscellaneous Grants",consistency,19546000.00,132282058.00
14.252,Section 4 Capacity Building for Community Development and Affordable Housing,consistency,34000000.00,
14.254,Community Development Block Grants/Special Purpose Grants/Insular Areas  (Recovery Act Funded),completeness,7000000.00
14.314,Assisted Living Conversion for Eligible Multifamily Housing Projects,consistency,0.00,8004909.00
14.316,Housing Counseling Training Program,consistency,5000000.00,
14.318,Assisted Housing Stability and Energy and Green Retrofit Investments Program (Recovery Act Funded),consistency,0.00,11750000.00
14.401,Fair Housing Assistance Program_State and Local,completeness,21900131.00
14.408,Fair Housing Initiatives Program,consistency,26300000.00,
14.416,Education and Outreach Initiatives,consistency,3100000.00,
14.418,Private Enforcement Initiatives ,consistency,21100000.00,
14.506,General Research and Technology Activity,consistency,32234761.00,13962246.00
14.514,Hispanic-Serving Institutions Assisting Communities,consistency,6000000.00,
14.515,Alaska Native/Native Hawaiian Institutions Assisting Communities,consistency,3000000.00,-2.00
14.516,Doctoral Dissertation Research Grants,consistency,200000.00,
14.519,Tribal Colleges and Universities Program,completeness,5000000.00
14.520,Historically Black Colleges and Universities Program,completeness,9000000.00
14.903,Operation Lead Elimination Action Program,consistency,2000000.00,7712106.00
14.862,Indian Community Development Block Grant Program,completeness,62740000.00
14.866,Demolition and Revitalization of Severely Distressed Public Housing,consistency,117600000.00,2916821.00
14.870,Resident Opportunity and Supportive Services - Service Coordinators,completeness,28000000.00
14.873,Native Hawaiian Housing Block Grants,completeness,10267594.00
14.877,Public Housing Family Self-Sufficiency under Resident Opportunity and Supportive Services,consistency,12000000.00,
14.878,Affordable Housing Development in Main Street Rejuvenation Projects,consistency,4000000.00,
14.882,Native American Housing Block Grants (Formula) Recovery Act Funded,completeness,253227695.00
14.883,Native Hawaiian Housing Block Grants (Recovery Act Funded),completeness,10200000.00
14.886,Indian Community Development Block Grant Program  (Recovery Act Funded),completeness,9567413.00
14.900,Lead-Based Paint Hazard Control in Privately-Owned Housing,consistency,69034591.00,-22975.00
14.901,Healthy Homes Demonstration Grants,completeness,6000000.00
14.905,Lead Hazard Reduction Demonstration Grant Program,consistency,48000000.00,116710488.00
14.907,Lead-Based Paint Hazard Control in Privately-Owned Housing (Recovery Act  Funded),completeness,77949463.00
14.909,Lead Hazard Reduction Demonstration Grant Program (Recovery Act Funded),completeness,2616843.00
14.912,Lead Hazard Control Capacity Building,consistency,1750000.00,
14.260,Veterans Homelessness Prevention Demonstration Program,consistency,10750000.00,
14.149,Rent Supplements_Rental Housing for Lower Income Families,consistency,0.00,-29681141.00
14.157,Supportive Housing for the Elderly,completeness,802484770.00
14.181,Supportive Housing for Persons with Disabilities,completeness,283716145.00
14.195,Section 8 Housing Assistance Payments Program,completeness,6077880324.00
14.197,Multifamily Assisted Housing Reform and Affordability Act,consistency,160000000.00,33902271.00
14.317,Section 8 Housing Assistance Payments Program Special Allocations (Recovery Act Funded),completeness,1985153148.00
14.850,Public and Indian Housing,completeness,3832013748.00
14.856,Lower Income Housing Assistance Program_Section 8 Moderate Rehabilitation,completeness,176806320.00
14.871,Section 8 Housing Choice Vouchers,completeness,13801359025.00
14.879,Mainstream Vouchers,completeness,90953919.00
14.880,Family Unification Program (FUP),consistency,19913290.00,
14.117,Mortgage Insurance_Homes,consistency,151280082000.00,
14.128,Mortgage Insurance_Hospitals,consistency,1100000000.00,
14.129,"Mortgage Insurance_Nursing Homes, Intermediate Care Facilities, Board and Care Homes and Assisted Living Facilities",consistency,1762500000.00,
14.135,"Mortgage Insurance_Rental and Cooperative Housing for Moderate Income Families and Elderly, Market Interest Rate",consistency,1715000000.00,
14.155,Mortgage Insurance for the Purchase or Refinancing of Existing Multifamily Housing Projects,consistency,1575000000.00,
16.556,State Domestic Violence and Sexual Assault Coalitions,consistency,9330310.00,19207623.00
16.588,Violence Against Women Formula Grants,consistency,80047800.00,260862597.00
16.741,Forensic DNA Backlog Reduction Program,consistency,155350938.00,65655917.00
16.748,Convicted Offender and/or Arrestee DNA Backlog Reduction Program,consistency,155350938.00,9178072.00
16.803,Recovery Act - Eward Byrne  Memorial Justice Assistance Grant (JAG) Program/ Grants  to States and Territories,timeliness,1247119857.00
16.015,Missing Alzheimer's Disease Patient Assistance Program,consistency,1703987.00,
16.019,Tribal Registry,consistency,35190000.00,
16.108,Americans With Disabilities Act Technical Assistance Program,consistency,18467000.00,
16.110,Education and Enforcement of the Antidiscrimination Provision of the Immigration and Nationality Act,consistency,5554604.00,45000.00
16.307,Combined DNA Index System,consistency,15586000.00,
16.321,Antiterrorism Emergency Reserve,consistency,2865855.00,127524.00
16.526,OVW Technical Assistance Initiative,consistency,48840973.00,5865765.00
16.544,Youth Gang Prevention,consistency,2292662.00,
16.547,Victims of Child Abuse,consistency,0.00,31232266.00
16.560,"National Institute of Justice Research, Evaluation, and Development Project Grants",consistency,48991957.00,132968408.00
16.562,Criminal Justice Research and Development_Graduate Research Fellowships,consistency,120000.00,
16.566,National Institute of Justice W.E.B. DuBois Fellowship Program,consistency,75000.00,
16.582,Crime Victim Assistance/Discretionary Grants,consistency,29553541.00,12874151.00
16.590,Grants to Encourage Arrest Policies and Enforcement of Protection Orders Program,consistency,30203737.00,45738439.00
16.601,Corrections_Training and Staff Development,consistency,7200000.00,
16.611,Closed-Circuit Televising of Child Victims of Abuse,consistency,701468.00,
16.616,Indian Country Alcohol and Drug Prevention,consistency,5392939.00,2366458.00
16.730,Reduction and Prevention of Children's Exposure to Violence,consistency,202833.00,
16.734,Special Data Collections and Statistical Studies,consistency,40980087.00,10418205.00
16.735,Protecting Inmates and Safeguarding Communities Discretionary Grant Program ,consistency,2371183.00,
16.752,Economic High-Tech and Cyber Crime Prevention,consistency,17503490.00,
16.801,Recovery Act - State Victim Assistance Formula Grant Program ,timeliness,47500000.00
16.802,Recovery Act - State Victim Compensation Formula Grant Program,timeliness,47500000.00
16.805,Recovery Act Transitional Housing,consistency,7914370.00,42651316.00
16.607,Bulletproof Vest Partnership Program,consistency,44036466.00,
16.606,State Criminal Alien Assistance Program,consistency,393608390.00,
16.571,Public Safety Officers' Benefits Program,consistency,103628213.00,
16.615,Public Safety Officers' Educational Assistance,consistency,1015112.00,
16.755,Southwest Border Prosecution Initiative Program,consistency,30289346.00,
16.814,Northern Border Prosecution Initiative Program,consistency,5330097.00,
17.225,Unemployment Insurance,consistency,140995000000.00,26504699643.00
17.258,WIA Adult Program,consistency,1364000000.00,643747013.00
17.264,National Farmworker Jobs Program,timeliness,80000000.00
17.273,Temporary Labor Certification for Foreign Workers,consistency,41000000.00,12135804.00
17.261,"WIA Pilots, Demonstrations, and Research Projects",consistency,55000000.00,84383926.00
17.268,H-1B Job Training Grants,consistency,114000000.00,49402516.00
17.270,Reintegration of Ex-Offenders,consistency,86000000.00,
17.274,Youthbuild,timeliness,163000000.00
17.276,Health Coverage Tax Credit (HCTC)  ,consistency,2000000.00,
17.311,Federal Transit Employee Protection Certifications: Office of Labor-Management Standards,consistency,280000.00,
17.600,Mine Health and Safety Grants,timeliness,8441000.00
17.604,Safety and Health Grants,consistency,1808000.00,
17.802,Veterans' Employment Program,consistency,7568149.00,
17.280,Workforce Investment Act (WIA) Dislocated Worker National Reserve Demonstration Grants,consistency,4000000.00,
