CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation,USASpending Obligation
93.632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",completeness,38943000.00
93.631,Developmental Disabilities Projects of National Significance,completeness,14136000.00
93.837,Cardiovascular Diseases Research,completeness,1410144671.00
93.127,Emergency Medical Services for Children,timeliness,20000000.00
93.942,"Research, Prevention, and Education Programs on Lyme Disease in the United States",completeness,2089473.00
93.117,"Preventive Medicine and Public Health Residency Training Program, Integrative Medicine Program, and National Coordinating Center for Integrative Medicine",completeness,2657542.00
93.018,Strengthening Public Health Services at the Outreach Offices of the U.S.-Mexico Border Health Commission,completeness,2600000.00
93.110,Maternal and Child Health Federal Consolidated Programs,completeness,141924134.00
93.307,Minority Health and Health Disparities Research ,completeness,310892000.00
93.648,Child Welfare Research Training or Demonstration ,completeness,27205261.00
93.647,Social Services Research and Demonstration,completeness,25364000.00
93.865,Child Health and Human Development Extramural Research,completeness,933979000.00
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",timeliness,74014381.00
93.156,"Geriatric Training for Physicians, Dentists and Behavioral/Mental Health Professionals",completeness,9000000.00
93.157,Centers of Excellence,completeness,23639802.00
93.155,Rural Health Research Centers,completeness,7917886.00
93.791,Money Follows the Person Rebalancing Demonstration ,completeness,120466000.00
93.570,Community Services Block Grant_Discretionary Awards,completeness,46000000.00
93.576,Refugee and Entrant Assistance_Discretionary Grants,completeness,74934000.00
93.579,U.S. Repatriation,consistency,7815000.00,1000000.00
93.143,NIEHS Superfund Hazardous Substances_Basic Research and Education,completeness,48181000.00
93.142,NIEHS Hazardous Waste Worker Health and Safety Training,completeness,27131000.00
93.145,AIDS Education and Training Centers,consistency,32884580.00,131080977.00
93.789,Alternatives to Psychiatric Residential Treatment Facilities for Children,timeliness,28106000.00
93.441,Indian Self-Determination,timeliness,509600000.00
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,completeness,1419800596.00
93.774,Medicare_Supplementary Medical Insurance,consistency,209761000000.00,99705377858.00
93.773,Medicare_Hospital Insurance,consistency,245305000000.00,119268719015.00
93.770,Medicare_Prescription Drug Coverage,consistency,59298000000.00,20847928351.00
93.164,Indian Health Service Educational Loan Repayment,consistency,24815220.00,
93.400,National Health Service Corps Scholarship Program,consistency,28202137.00,
93.401,ARRA - National Health Service Corps Loan Repayment ,consistency,99410136.00,
93.529,Pre-existing Condition Insurance Program (PCIP) ,consistency,123266088.00,
93.546,Early Retiree Reinsurance Program,consistency,5000000000.00,
93.288,National Health Service Corps Scholarship Program,consistency,8532328.00,
93.285,National Institutes of Health Pediatric Research Loan Repayment Program,consistency,16273473.00,68102.00
93.280,National Institutes of Health Loan Repayment Program for Clinical Researchers,consistency,45000000.00,
93.704,Trans-NIH Recovery Act Loan Repayment Support,consistency,12000000.00,3966606.00
93.908,Nursing Education Loan Repayment Program ,consistency,56961802.00,
93.162,National Health Service Corps Loan Repayment Program,consistency,79965554.00,
93.308,National Institute on Minority Health and Health Disparities (NIMHD) Extramural Loan Repayment Programs,consistency,26622000.00,
93.209,Contraception and Infertility Research Loan Repayment Program,consistency,1073251.00,
93.784,Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,consistency,99500000.00,
97.012,Boating Safety Financial Assistance,timeliness,128938086.00
97.067,Homeland Security Grant Program,consistency,1786359956.00,-1643931.00
97.073,State Homeland Security Program (SHSP),consistency,842000000.00,
97.042,Emergency Management Performance Grants,consistency,315000000.00,-2706221.00
97.062,Scientific Leadership Awards,consistency,3348500.00,1399878.00
97.052,Emergency Operations Center,consistency,34002500.00,-999999.00
97.069,Aviation Research Grants,consistency,714053.00,175000.00
97.089,Driver's License Security Grant Program,consistency,50000000.00,
97.005,State and Local Homeland Security National Training Program,consistency,126920000.00,-424953.00
97.099,Residential Fire Safety & Fire Sprinkler Initiatives ,consistency,170000.00,
97.097,Training Resource and Data Exchange,consistency,93000.00,
97.094,Prevention Advocacy Resources and Data Exchange Program,consistency,24000.00,
97.093,Fire Service Hazardous Materials Preparedness and Response,consistency,50000.00,
97.092,Repetitive Flood Claims,consistency,10000000.00,2419102.00
97.020,Hazardous Materials Training Program,consistency,0.00,-13000.00
97.055,Interoperable Emergency Communications,consistency,48000000.00,
97.078,Buffer Zone Protection Program (BZPP) ,consistency,48000000.00,-609267.00
97.024,Emergency Food and Shelter National Board Program,timeliness,200000000.00
97.025,National Urban Search and Rescue (US&R) Response System,consistency,30163588.00,163133982.00
97.113,Rail and Transit Security Grant Program (ARRA) ,consistency,0.00,-12687000.00
97.116,Port Security Grant Program (ARRA),consistency,0.00,-17000.00
97.117,TSA Airport Checked Baggage Inspection System Program  (ARRA),consistency,0.00,75176839.00
97.115,Assistance to Firefighters Grant (ARRA),consistency,0.00,6583554.00
97.118,Advanced Surveillance Program (ASP),consistency,11500000.00,
97.039,Hazard Mitigation Grant,timeliness,687981389.00
97.036,Disaster Grants - Public Assistance (Presidentially Declared Disasters),completeness,6104452395.00
97.032,Crisis Counseling,consistency,12381921.00,238700.00
97.103,Degrees at a Distance Program ,consistency,70000.00,
97.105,Firefighter Health and Safety,consistency,540000.00,
97.107,National Incident Management System (NIMS),consistency,2535000.00,
97.109,Disaster Housing Assistance Grant,consistency,54521336.00,
97.008,Non-Profit Security Program,consistency,19000000.00,-115240.00
97.034,Disaster Unemployment Assistance,consistency,4959163.00,
97.083,Staffing for Adequate Fire and Emergency Response (SAFER),consistency,420000000.00,109031199.00
97.010,Citizenship Education and Training,timeliness,7832500.00
97.044,Assistance to Firefighters Grant,timeliness,300000000.00
97.071,Metropolitan Medical Response System,consistency,39359956.00,
97.075,Rail and Transit Security Grant Program,consistency,288600000.00,-818792.00
97.076,National Center for Missing and Exploited Children (NCMEC) ,consistency,6305000.00,1813705.13
97.048,Federal Disaster Assistance to Individuals and Households in Presidential Declared Disaster Areas,consistency,650028234.00,
97.046,Fire Management Assistance Grant,consistency,4465878.00,
97.047,Pre-Disaster Mitigation,consistency,24288207.00,55272458.00
97.040,Chemical Stockpile Emergency Preparedness Program,consistency,55000000.00,22141091.00
97.041,National Dam Safety Program,consistency,7399100.00,
97.043,State Fire Training Systems Grants,consistency,1400000.00,533870.00
97.050,Presidential Declared Disaster Assistance to Individuals and Households - Other Needs,consistency,4017375.00,
97.026,Emergency Management Institute_Training Assistance,consistency,1636065.00,
97.031,Cora Brown Fund,consistency,35501.00,
97.101,National Fallen Firefighters Memorial,consistency,387000.00,
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,consistency,330717896.00,
97.022,Flood Insurance,consistency,148131116.00,229432231800.00
14.228,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,consistency,1182387.00,5313887107.00
14.253,Community Development Block Grant ARRA Entitlement Grants (CDBG-R)(Recovery Act Funded),consistency,0.00,14105416.00
14.257,Homelessness Prevention and Rapid Re-Housing Program (Recovery Act Funded),consistency,150000000.00,7191436.00
14.255,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii  (Recovery Act Funded),consistency,0.00,3443007.00
14.258,Tax Credit Assistance Program (Recovery Act Funded),consistency,0.00,-16412245.00
14.881,Moving to Work Demonstration Program,consistency,3913910791.00,
14.231,Emergency Solutions Grant Program,consistency,160000000.00,1135052493.00
14.417,Fair Housing Organization Initiatives,consistency,2100000.00,
14.515,Alaska Native/Native Hawaiian Institutions Assisting Communities,consistency,3232350.00,7534226.00
14.514,Hispanic-Serving Institutions Assisting Communities,consistency,6454800.00,
14.517,Early Doctoral Student Research Grants,consistency,150000.00,
14.516,Doctoral Dissertation Research Grants,consistency,400000.00,
14.519,Tribal Colleges and Universities Program,completeness,5380650.00
14.524,Transformation Initiative Research Grants: Natural Experiments,consistency,600000.00,
14.235,Supportive Housing Program,consistency,1203712129.00,732673.00
14.227,Community Development Block Grants/Technical Assistance Program,consistency,0.00,2035282.00
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,consistency,6930000.00,1758348.00
14.316,Housing Counseling Training Program,consistency,5000000.00,
14.315,Emergency Capital Repair Grants for Multifamily Housing Projects Designated for Occupancy,consistency,0.00,-755.00
14.314,Assisted Living Conversion for Eligible Multifamily Housing Projects,consistency,0.00,5856890.00
14.318,Assisted Housing Stability and Energy and Green Retrofit Investments Program (Recovery Act Funded),consistency,235000000.00,76504269.00
14.252,Section 4 Capacity Building for Community Development and Affordable Housing,consistency,49500000.00,
14.250,Rural Housing and Economic Development,consistency,0.00,22606281.00
14.251,"Economic Development Initiative-Special Project, Neighborhood Initiative and Miscellaneous Grants",consistency,22088000.00,138135433.00
14.256,Neighborhood Stabilization Program (Recovery Act Funded),consistency,2000000000.00,171652395.00
14.254,Community Development Block Grants/Special Purpose Grants/Insular Areas  (Recovery Act Funded),consistency,0.00,67436.00
14.247,Self-Help Homeownership Opportunity Program,consistency,26730000.00,49260258.00
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,consistency,178594000.00,
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,consistency,7911060.00,66435711.00
14.877,Public Housing Family Self-Sufficiency under Resident Opportunity and Supportive Services,consistency,12011531.00,
14.878,Affordable Housing Development in Main Street Rejuvenation Projects,consistency,15456009.00,
14.905,Lead Hazard Reduction Demonstration Grant Program,consistency,48000000.00,114365336.00
14.900,Lead-Based Paint Hazard Control in Privately-Owned Housing,consistency,66000000.00,-404877.00
14.862,Indian Community Development Block Grant Program,completeness,65332169.00
14.263,Rural Innovation Fund,consistency,24750000.00,
14.913,Healthy Homes Production Grant Program,consistency,10000000.00,
14.912,Lead Hazard Control Capacity Building,consistency,1750000.00,
14.169,Housing Counseling Assistance Program,completeness,59919078.00
14.886,Indian Community Development Block Grant Program  (Recovery Act Funded),completeness,332587.00
14.882,Native American Housing Block Grants (Formula) Recovery Act Funded,consistency,1772305.00,-89547.00
14.419,Section 3 Technical Assistance,consistency,600000.00,
14.191,Multifamily Housing Service Coordinators,consistency,0.00,70742752.00
14.317,Section 8 Housing Assistance Payments Program Special Allocations (Recovery Act Funded),consistency,2000000.00,10734471.00
14.149,Rent Supplements_Rental Housing for Lower Income Families,consistency,0.00,-26363300.00
14.871,Section 8 Housing Choice Vouchers,completeness,13393783119.00
14.856,Lower Income Housing Assistance Program_Section 8 Moderate Rehabilitation,timeliness,182235617.00
14.850,Public and Indian Housing,completeness,4043542513.00
14.157,Supportive Housing for the Elderly,consistency,580249542.00,182709213.00
14.880,Family Unification Program (FUP),consistency,15877549.00,
14.181,Supportive Housing for Persons with Disabilities,consistency,215594744.00,53612504.00
14.197,Multifamily Assisted Housing Reform and Affordability Act,consistency,13000000.00,29771082.00
16.748,Convicted Offender and/or Arrestee DNA Backlog Reduction Program,consistency,155263000.00,4447219.00
16.741,DNA Backlog Reduction Program,consistency,155263000.00,68050421.00
16.804,Recovery Act - Edward Byrne Memorial Justice Assistance Grant (JAG) Program / Grants To Units Of Local Government,consistency,0.00,4367538.00
16.803,Recovery Act - Eward Byrne  Memorial Justice Assistance Grant (JAG) Program/ Grants  to States and Territories,consistency,0.00,38946431.00
16.684,Supporting Teens through Education and Protection Act of 2005 (STEP Act),consistency,2500000.00,
16.321,Antiterrorism Emergency Reserve,consistency,50000000.00,2155000.00
16.744,Anti-Gang Initiative,consistency,0.00,331692.00
16.740,Statewide Automated Victim Information Notification (SAVIN) Program,consistency,11900000.00,4892674.00
16.562,Criminal Justice Research and Development_Graduate Research Fellowships,consistency,125000.00,
16.560,"National Institute of Justice Research, Evaluation, and Development Project Grants",consistency,41144900.00,142339092.00
16.566,National Institute of Justice W.E.B. DuBois Fellowship Program,consistency,100000.00,
16.752,Economic High-Tech and Cyber Crime Prevention,consistency,19900000.00,2249333.00
16.611,Closed-Circuit Televising of Child Victims of Abuse,consistency,1000000.00,
16.810,Recovery Act  Assistance to Rural Law Enforcement to Combat Crime and Drugs Competitive Grant Program,consistency,0.00,2414492.00
16.609,Project Safe Neighborhoods,timeliness,15000000.00
16.603,Corrections_Technical Assistance/Clearinghouse,consistency,3342755.00,
16.602,Corrections_Research and Evaluation and Policy Formulation,consistency,1547450.00,
16.800,Recovery Act - Internet Crimes against Children Task Force Program (ICAC),consistency,0.00,920896.00
16.808,Recovery Act - Edward Byrne Memorial Competitive Grant Program,consistency,0.00,966281.00
16.014,"Engaging Men and Youth in Preventing Domestic Violence, Dating Violence, Sexual Assault, and Stalking",consistency,7885560.00,
16.015,Missing Alzheimer's Disease Patient Assistance Program,consistency,2000000.00,
16.526,OVW Technical Assistance Initiative,consistency,7914370.00,20949050.00
16.710,Public Safety Partnership and Community Policing Grants,consistency,583474889.00,
16.809,Recovery Act - State and Local Law Enforcement Assistance Program: Combating Criminal Narcotics Activity Stemming from the Southern Border of the United States Competitive Grant Program ,consistency,0.00,60493.00
16.582,Crime Victim Assistance/Discretionary Grants,consistency,31892000.00,13959220.00
16.735,Protecting Inmates and Safeguarding Communities Discretionary Grant Program ,consistency,13300000.00,26000000.00
16.307,Combined DNA Index System,consistency,12560192.00,
16.607,Bulletproof Vest Partnership Program,consistency,29850000.00,
16.606,State Criminal Alien Assistance Program,consistency,328350000.00,
16.755,Southwest Border Prosecution Initiative Program,consistency,30650000.00,
16.571,Public Safety Officers' Benefits Program,consistency,66000000.00,891370.00
16.615,Public Safety Officers' Educational Assistance,consistency,4100000.00,
16.814,Northern Border Prosecution Initiative Program,consistency,2950000.00,
17.225,Unemployment Insurance,consistency,184004000000.00,4212169771.00
17.801,Disabled Veterans' Outreach Program (DVOP),timeliness,81251000.00
17.259,WIA Youth Activities,consistency,910000000.00,-481581.00
17.265,Native American Employment and Training,timeliness,67000000.00
17.604,Safety and Health Grants,consistency,1450000.00,
17.002,Labor Force Statistics,timeliness,83139172.00
17.005,Compensation and Working Conditions,timeliness,6715610.00
17.802,Veterans' Employment Program,consistency,9547114.00,
17.805,Homeless Veterans Reintegration Project,timeliness,33652121.00
17.807,Transition Assistance Program,consistency,6745144.00,
17.261,"WIA Pilots, Demonstrations, and Research Projects",consistency,41000000.00,114578017.00
17.311,Federal Transit Employee Protection Certifications: Office of Labor-Management Standards,consistency,190000.00,
17.276,Health Care Tax Credit (HCTC) National Emergency Grants (NEGs),consistency,6000000.00,9783385.00
17.270,Reintegration of Ex-Offenders,consistency,96000000.00,10291756.00
17.201,Registered Apprenticeship,consistency,2000000.00,800000.00
17.505,OSHA Data Initiative,consistency,1418000.00,419100.00
17.310,Energy Employees Occupational Illness Compensation,consistency,1073666000.00,400605015.00
17.302,Longshore and Harbor Workers' Compensation,consistency,138260000.00,478643.00
17.307,Coal Mine Workers' Compensation,consistency,446545875.00,104458489.00
17.151,Employee Benefits Security Administration (EBSA),consistency,4000000.00,
15.904,Historic Preservation Fund Grants-In-Aid,consistency,54500000.00,1529385.00
15.875,"Economic, Social, and Political Development of the Territories",consistency,475621026.00,176878636.00
15.805,Assistance to State Water Resources Research Institutes,consistency,6121183.00,785858.00
15.626,Enhanced Hunter Education and Safety Program,consistency,8000000.00,
15.625,Wildlife Conservation and Restoration,consistency,242178.00,
15.634,State Wildlife Grants,consistency,88496527.00,
15.605,Sport Fish Restoration Program,consistency,389552973.00,
15.504,Water Reclamation and Reuse Program,timeliness,142808532.00
15.611,Wildlife Restoration and Basic Hunter Education,consistency,464719710.00,60000.00
15.426,Coastal Impact Assistance Program (CIAP),consistency,0.00,53184468.00
15.252,Abandoned Mine Land Reclamation (AMLR) Program,consistency,369085986.00,26299148.00
15.059,Indian Graduate Student Scholarships,consistency,2910700.00,
15.671,Yukon River Salmon Research and Management Assistance,consistency,400000.00,
15.670,Adaptive Science,consistency,2500000.00,
15.673,Wildlife Without Borders  Critically Endangered Animal Conservation Fund,consistency,574000.00,
15.672,Wildlife Without Borders  Amphibians in Decline,consistency,36000.00,
15.114,Indian Education_Higher Education Grant Program,consistency,40914550.00,
15.640,Wildlife Without Borders- Latin America and the Caribbean ,consistency,1039596.00,156966.00
15.641,Wildlife Without Borders-Mexico ,consistency,617252.00,75000.00
15.642,Challenge Cost Share,consistency,6500000.00,1679909.00
15.643,Alaska Migratory Bird Co-Management Council,timeliness,231560.00
15.645,Marine Turtle Conservation Fund,consistency,1921285.00,439804.00
15.647,Migratory  Bird Conservation,timeliness,694871.00
15.648,Central Valley Project Improvement  (CVPI) Anadromous Fish Restoration Program (AFRP),consistency,2557516.00,
15.649,Service Training and Technical Assistance (Generic Training),completeness,3867359.00
15.242,National Fire Plan - Rural Fire Assistance,consistency,6274000.00,1778762.00
15.807,Earthquake Hazards Reduction Program,consistency,6726046.00,16071253.00
15.658,"Natural Resource Damage Assessment, Restoration and Implementation",consistency,7169352.00,1340411.00
15.652,Undesirable/Noxious Plant Species,consistency,200600.00,
15.651,Wildlife Without Borders-Africa Program,consistency,102000.00,160000.00
15.650,Research Grants (Generic),consistency,13864902.00,3516144.00
15.250,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,consistency,68463200.00,1137514.00
15.813,Cooperative Research Units Training Program,completeness,150000.00
15.815,National Land Remote Sensing_Education Outreach and Research,consistency,967400.00,
15.814,National Geological and Geophysical Data Preservation Program,consistency,542000.00,
15.628,Multistate Conservation Grant Program,consistency,6000000.00,5000.00
15.629,Great Apes Conservation Fund,consistency,4752470.00,1500923.00
15.622,Sportfishing and Boating Safety Act,consistency,13061000.00,
15.623,North American Wetlands Conservation Fund,consistency,92301478.00,163085.00
15.620,African Elephant Conservation Fund,consistency,1967521.00,290304.00
15.621,Asian Elephant Conservation Fund,consistency,2001291.00,448635.00
15.530,Water Conservation Field Services Program (WCFSP),timeliness,3074444.00
15.639,Tribal Wildlife Grants Program,consistency,7000000.00,
15.633,Landowner Incentive Program,consistency,5012179.00,
15.635,Neotropical Migratory Bird Conservation ,consistency,4850000.00,
15.525,Rocky Boy's/North Central Montana Regional Water System,consistency,16516000.00,
15.526,San Gabriel Basin Restoration Project,consistency,3490000.00,
15.522,Mni Wiconi Rural Water Supply Project,completeness,50240000.00
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs,consistency,2062033.00,244348.00
15.028,Tribally Controlled Community College Endowments,consistency,248522.00,
15.027,Assistance to Tribally Controlled Community Colleges and Universities,consistency,63503616.00,
15.510,Colorado Ute Indian Water Rights Settlement Act,consistency,19669317.00,2403664.00
15.513,Dutch John Federal Property and Disposition  Assistance Act,consistency,388799.00,
15.516,Fort Peck Reservation Rural Water System ,consistency,13758000.00,71000.00
15.518,Garrison Diversion Unit,consistency,101671952.00,44200000.00
15.235,Southern Nevada Public Land Management,completeness,23873000.00
15.542,Arizona Water Settlement Act of 2004,consistency,455000.00,
15.616,Clean Vessel Act,consistency,13061000.00,
15.615,Cooperative Endangered Species Conservation Fund,consistency,82146000.00,10406707.00
15.614,"Coastal Wetlands Planning, Protection and Restoration Act",consistency,19200000.00,90200.00
15.619,Rhinoceros and Tiger Conservation Fund,consistency,2896950.00,715573.00
15.407,Keweenaw National Historical Park (NHP) and Keweenaw NHP Advisory Commission Partner Enhancement Grants,consistency,100000.00,
15.923,National Center for Preservation Technology and Training,consistency,320000.00,
15.669,Cooperative Landscape Conservation,consistency,7469274.00,
15.427,Federal Oil and Gas Royalty Management,consistency,10420000.00,4072869.00
15.224,Cultural Resource Management,consistency,4790000.00,894409.00
15.225,Recreation Resource Management,consistency,6050000.00,1439571.00
15.228,National Fire Plan - Wildland Urban Interface Community Fire Assistance,consistency,5270000.00,1646004.00
15.229,Wild Horse and Burro Resource Management,completeness,2324000.00
15.231,"Fish, Wildlife and Plant Conservation Resource Management",consistency,26167000.00,10215530.00
15.230,Invasive and Noxious Plant Management,consistency,3924000.00,500824.00
15.150,Juvenile Detention Education ,consistency,620000.00,
15.147,Tribal Courts_Trust Reform Initiative,consistency,17039.00,
15.146,Ironworker Training Program,consistency,500000.00,
15.144,Indian Child Welfare Act_Title II Grants,consistency,11143000.00,
15.141,Indian Housing Assistance,consistency,11143000.00,
15.149,FOCUS on Student Achievement Project,consistency,791135.00,
15.928,Civil War Battlefield Land Acquisition Grants,consistency,9000000.00,
15.922,Native American Graves Protection and Repatriation Act,consistency,1750.00,
15.926,American Battlefield Protection,consistency,1246000.00,
15.046,Administrative Cost Grants for Indian Schools,consistency,45736469.00,
15.043,Indian Child and Family Education,consistency,7250000.00,
15.666,Endangered Species Conservation-Wolf Livestock Loss Compensation and Prevention,consistency,1000000.00,
15.667,Highlands Conservation Program,consistency,646666.00,
15.664,Fish and Wildlife Coordination and Assistance Programs,consistency,150000.00,
15.665,National Wetlands Inventory,consistency,1300000.00,
15.662,Great Lakes Restoration,consistency,69000000.00,
15.663,National Fish and Wildlife Foundation,consistency,7537000.00,
15.916,"Outdoor Recreation_Acquisition, Development and Planning",consistency,33310690.00,8606184.00
15.932,Preservation of Historic Structures on the Campuses of Historically Black Colleges and Universities (HBCUs).,consistency,505515.00,
15.933,Preservation of Japanese American Confinement Sites,consistency,3000000.00,
15.934,Abandoned Mine Hazard Mitigation,consistency,246000000.00,406530.00
15.057,Navajo-Hopi Indian Settlement Program,consistency,428700.00,
15.051,Endangered Species on Indian Lands,consistency,892177.00,
15.053,Attorney Fees_Indian Rights,consistency,2814446.00,
15.052,Litigation Support for Indian Rights,consistency,975725.00,
15.675,National Fire Plan- Rural Fire Assistance,consistency,1027451.00,
15.113,Indian Social Services_Welfare Assistance,consistency,63090962.00,
15.062,Replacement and Repair of Indian Schools,consistency,319611958.00,
15.063,Improvement and Repair of Indian Detention Facilities,consistency,841941.00,
15.065,Safety of Dams on Indian Lands,consistency,15152514.00,
15.029,Tribal Courts,consistency,18769203.00,
15.108,Indian Employment Assistance,consistency,14906917.00,
15.655,"Migratory Bird Monitoring, Assessment and Conservation",consistency,3889700.00,298466.00
15.528,St. Mary Storage Unit Facilities Rehabilitation Project,consistency,95000.00,
15.024,Indian Self-Determination Contract Support,consistency,105242337.00,
15.025,"Services to Indian Children, Elderly and Families",consistency,22597327.00,
15.026,Indian Adult Education,consistency,3452174.00,
15.020,Aid To Tribal Governments,consistency,23922077.00,
15.021,Consolidated Tribal Government Program,consistency,73367473.00,
15.022,Tribal Self-Governance,consistency,305684873.00,
15.514,Reclamation States Emergency Drought Relief,consistency,3618780.00,320598.00
15.519,"Indian Tribal Water Resources Development, Management, and Protection",consistency,5763685.00,139517.00
15.038,Minerals and Mining on Indian Lands,consistency,12581399.00,
15.033,Road Maintenance_Indian Roads,consistency,153832456.00,
15.032,Indian Economic Development,consistency,2479466.00,
15.031,Indian Community Fire Protection,consistency,1778312.00,
15.030,Indian Law Enforcement,consistency,183897397.00,
15.037,Water Resources on Indian Lands,consistency,31639805.00,
15.036,Indian Rights Protection,consistency,43615776.00,
15.035,Forestry on Indian Lands,consistency,16388549.00,
15.034,Agriculture on Indian Lands,consistency,10844649.00,
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,completeness,125493972.00
15.942,Environmental Education and Conservation - North Cascades Bioregion,consistency,49000.00,
15.429,State Select,consistency,466964.00,
15.227,Distribution of Receipts to State and Local Governments,consistency,107245388.00,
15.439,National Petroleum Reserve - Alaska,consistency,19638836.00,
15.438,National Forest Acquired Lands,consistency,18234259.00,
15.437,Minerals Leasing Act,consistency,1698213039.00,
15.435,GoMESA,consistency,2729744.00,
15.434,Geothermal Resources,consistency,20273224.00,
15.433,Flood Control Act Lands,consistency,25122359.00,
15.430,8(g) State Coastal Zone,consistency,46783769.00,
15.943,Challenge Cost Share,consistency,2344000.00,
15.440,South Half of the Red River,consistency,32.00,
15.939,National Heritage Area Federal Financial Assistance,consistency,16805000.00,
15.936,Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection,consistency,1639498.00,256703.00
15.148,Tribal Energy Development Capacity Grants,consistency,138839.00,
15.254,Summer Intern and Year-Long OSM/VISTA Watershed Support,consistency,50000.00,
15.130,Indian Education_Assistance to Schools,consistency,20545431.00,
15.048,Bureau of Indian Affairs Facilities_Operations and Maintenance,consistency,91636233.00,
15.047,"Indian Education Facilities, Operations, and Maintenance",consistency,66943038.00,
15.044,Indian Schools_Student Transportation,consistency,40199209.00,
15.045,Assistance for Indian Children with Severe Disabilities,consistency,1851406.00,
15.042,Indian School Equalization Program,consistency,261149834.00,
15.040,Real Estate Programs_Indian Lands,consistency,33901264.00,
15.041,Environmental Management_Indian Programs,consistency,9037541.00,
15.061,Indian Job Placement_United Sioux Tribes Development Corporation,consistency,16423290.00,
15.659,National Wildlife Refuge Fund,consistency,17594309.00,
15.432,California Refuge Account,consistency,2780.00,
15.436,Late Disbursement Interest,consistency,102892.00,
15.431,Alaska State Select,consistency,657776.00,
21.021,Bank Enterprise Award Program,completeness,25000000.00
21.020,Community Development Financial Institutions Program,completeness,105000000.00
21.010,Financial Education and Counseling Pilot Program,consistency,2000000.00,
21.011,Capital Magnet Fund,consistency,80000000.00,
21.009,Volunteer Income Tax Assistance (VITA) Matching Grant Program,consistency,12000000.00,
21.008,Low Income Taxpayer Clinics,consistency,10000000.00,23622401.00
21.012,Native Initiatives,consistency,10300000.00,
21.006,Tax Counseling for the Elderly,consistency,6100000.00,
20.700,Pipeline Safety Program State Base Grant ,consistency,3463303.00,39132568.00
20.515,State Planning and Research,consistency,19571996.00,
20.600,State and Community Highway Safety,consistency,234870000.00,97156651.00
20.505,Metropolitan Transportation Planning,consistency,93691869.00,163596260.00
20.611,Incentive Grant Program to Prohibit Racial Profiling,consistency,7500000.00,
20.720,State Damage Prevention Program Grants,completeness,1926990.00
20.816,Americas Marine Highway Grants,consistency,7000000.00,
20.520,Paul S. Sarbanes Transit in the Parks,consistency,26844035.00,11314832.00
20.523,Capital Assistance Program for Reducing Energy Consumption and Greenhouse Gas Emissions,consistency,75000000.00,195995000.00
20.704,RITA Hydrogen,consistency,495000.00,
20.703,Interagency Hazardous Materials Public Sector Training and Planning Grants,consistency,26800000.00,0.00
20.514,Public Transportation Research,consistency,88740000.00,34982284.00
20.518,Capital and Training Assistance Program for Over-the-Road Bus Accessibility,consistency,8781692.00,784836.00
20.519,Clean Fuels,consistency,51392855.00,18622667.00
20.607,Alcohol Open Container Requirements,consistency,183000000.00,48917888.00
20.602,Occupant Protection Incentive Grants,consistency,25000000.00,
20.608,Minimum Penalties for Repeat Offenders for Driving While Intoxicated,consistency,171000000.00,52576080.00
20.609,Safety Belt Performance Grants,consistency,124500000.00,1000000.00
20.723,PHMSA Pipeline Safety Research and Development Other Transaction Agreements,consistency,5100000.00,
20.721,PHMSA Pipeline Safety Program One Call Grant,consistency,1065649.00,
20.613,Child Safety and Child Booster Seats Incentive Grants,consistency,7000000.00,3226602.00
20.614,National Highway Traffic Safety Administration (NHTSA) Discretionary Safety Grants ,consistency,40000000.00,776266.00
20.313,Railroad Research and Development,consistency,41447617.00,16809151.00
20.317,Capital Assistance to States - Intercity Passenger Rail Service,consistency,13470500.00,21070500.00
20.314,Railroad Development,consistency,2754333.00,21515507.00
20.762,Research Grants,consistency,8250000.00,0.00
20.301,Railroad Safety,consistency,1384848.00,2396325.00
20.761,Biobased Transportation Research,consistency,12000000.00,68752.00
20.239,Motor Carrier Research and Technology Programs,consistency,8543000.00,
20.237,Commercial Vehicle Information Systems and Networks,consistency,25000000.00,
20.231,Performance and Registration Information Systems Management,consistency,5000000.00,
20.806,State Maritime Schools,consistency,16094229.00,
20.813,Maritime Security Fleet Program,consistency,348000000.00,
20.803,Maritime War Risk Insurance,consistency,64600.00,
64.034,VA Assistance to United States Paralympic Integrated Adaptive Sports Program,consistency,7500000.00,
64.202,Procurement of Headstones and Markers and/or Presidential Memorial Certificates,consistency,62557000.00,
64.101,Burial Expenses Allowance for Veterans,consistency,221408000.00,
64.029,Purchase Care Program,consistency,3836616950.00,754874046.00
