CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation,USASpending Obligation
93.784,Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,consistency,93456323.00,
97.012,Boating Safety Financial Assistance,completeness,117699203.00
97.073,State Homeland Security Program (SHSP),consistency,526874100.00,
97.042,Emergency Management Performance Grants,timeliness,329140440.00
97.062,Scientific Leadership Awards,consistency,3197700.00,4821620.00
97.069,Aviation Research Grants,consistency,0.00,26936.00
97.005,State and Local Homeland Security National Training Program,consistency,73688195.00,-82621.00
97.099,Residential Fire Safety & Fire Sprinkler Initiatives ,consistency,130000.00,
97.097,Training Resource and Data Exchange,consistency,93000.00,
97.094,Prevention Advocacy Resources and Data Exchange Program,consistency,30000.00,
97.093,Fire Service Hazardous Materials Preparedness and Response,consistency,50000.00,
97.092,Repetitive Flood Claims,consistency,10500000.00,4542593.00
97.078,Buffer Zone Protection Program (BZPP) ,consistency,50000000.00,-454726.00
97.029,Flood Mitigation Assistance,consistency,5652264.00,27705521.00
97.024,Emergency Food and Shelter National Board Program,completeness,119760000.00
97.025,National Urban Search and Rescue (US&R) Response System,consistency,31465684.00,1545200.00
97.110,Severe Repetitive Loss Program,timeliness,140200000.00
97.115,Assistance to Firefighters Grant (ARRA),consistency,0.00,-751335.00
97.039,Hazard Mitigation Grant,consistency,79535030.00,522394110.00
97.036,Disaster Grants - Public Assistance (Presidentially Declared Disasters),completeness,1908831577.00
97.032,Crisis Counseling,consistency,16861843.00,-487712.00
97.103,Degrees at a Distance Program ,consistency,70000.00,
97.105,Firefighter Health and Safety,consistency,325000.00,
97.109,Disaster Housing Assistance Grant,consistency,45610985.00,80001089.00
97.034,Disaster Unemployment Assistance,consistency,8281456.00,
97.083,Staffing for Adequate Fire and Emergency Response (SAFER),consistency,794355786.00,-14210841.00
97.126,National Special Security Event ,consistency,7485000.00,
97.044,Assistance to Firefighters Grant,consistency,677058272.00,297846509.00
97.071,Metropolitan Medical Response System,consistency,34929932.00,
97.076,National Center for Missing and Exploited Children (NCMEC) ,consistency,305000.00,5500316.47
97.048,Federal Disaster Assistance to Individuals and Households in Presidential Declared Disaster Areas,consistency,875540254.00,14516383.00
97.046,Fire Management Assistance Grant,consistency,21669867.00,
97.047,Pre-Disaster Mitigation,consistency,90000000.00,21302078.00
97.040,Chemical Stockpile Emergency Preparedness Program,consistency,64301366.00,14890311.00
97.043,State Fire Training Systems Grants,consistency,1248000.00,
97.050,Presidential Declared Disaster Assistance to Individuals and Households - Other Needs,consistency,9877725.00,295631.00
97.090,Law Enforcement Officer Reimbursement Agreement Program,consistency,62190588.00,
97.101,National Fallen Firefighters Memorial,consistency,387000.00,
97.016,Reimbursement for Firefighting on Federal Property,consistency,2700.00,
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,consistency,46200191.00,155833404.00
97.022,Flood Insurance,consistency,156686898.00,1263074616800.00
14.867,Indian Housing Block Grants,completeness,654383058.00
14.881,Moving to Work Demonstration Program,consistency,3849410082.00,
14.515,Alaska Native/Native Hawaiian Institutions Assisting Communities,consistency,3265000.00,1199832.00
14.514,Hispanic-Serving Institutions Assisting Communities,consistency,6520000.00,
14.516,Doctoral Dissertation Research Grants,consistency,400000.00,7152932.00
14.519,Tribal Colleges and Universities Program,completeness,5435000.00
14.524,Transformation Initiative Research Grants: Natural Experiments,consistency,0.00,600000.00
14.520,Historically Black Colleges and Universities Program,consistency,9780000.00,2389031.00
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,consistency,6916000.00,1877526.00
14.005,Choice Neighborhoods Planning Grants ,consistency,4000000.00,
14.316,Housing Counseling Training Program,consistency,5125000.00,
14.315,Emergency Capital Repair Grants for Multifamily Housing Projects Designated for Occupancy,consistency,0.00,3355049.00
14.252,Section 4 Capacity Building for Community Development and Affordable Housing,consistency,98951000.00,151133743.00
14.251,"Economic Development Initiative-Special Project, Neighborhood Initiative and Miscellaneous Grants",consistency,0.00,178136580.00
14.247,Self-Help Homeownership Opportunity Program,completeness,26676540.00
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,consistency,17300000.00,
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,consistency,9569144.00,555890.00
14.873,Native Hawaiian Housing Block Grants,consistency,28802391.00,8699730.00
14.877,Public Housing Family Self-Sufficiency under Resident Opportunity and Supportive Services,consistency,30050474.00,
14.905,Lead Hazard Reduction Demonstration Grant Program,consistency,48000000.00,97310662.00
14.900,Lead-Based Paint Hazard Control in Privately-Owned Housing,consistency,58000000.00,785332.00
14.862,Indian Community Development Block Grant Program,consistency,130819990.00,
14.260,Veterans Homelessness Prevention Demonstration Program,consistency,10750000.00,
14.913,Healthy Homes Production Grant Program,consistency,17000000.00,
14.890,Capital Fund Education and Training Community Facilities,consistency,48210543.00,
14.892,Choice Neighborhoods Planning Grants ,consistency,4000000.00,
14.169,Housing Counseling Assistance Program,consistency,79036966.00,38119615.00
14.882,Native American Housing Block Grants (Formula) Recovery Act Funded,consistency,0.00,398033.00
14.419,Section 3 Technical Assistance,consistency,600000.00,
14.401,Fair Housing Assistance Program_State and Local,consistency,20534737.00,34845068.00
14.317,Section 8 Housing Assistance Payments Program Special Allocations (Recovery Act Funded),consistency,15000000.00,0.00
14.871,Section 8 Housing Choice Vouchers,consistency,13814910567.00,287518934.00
14.879,Mainstream Vouchers,consistency,64868108.00,
14.856,Lower Income Housing Assistance Program_Section 8 Moderate Rehabilitation,consistency,218886002.00,2283195.00
14.850,Public and Indian Housing,consistency,3918333588.00,5903735093.00
14.157,Supportive Housing for the Elderly,consistency,411247318.00,59333871.00
14.880,Family Unification Program (FUP),consistency,14994311.00,
14.181,Supportive Housing for Persons with Disabilities,consistency,114854768.00,10088334.00
14.195,Section 8 Housing Assistance Payments Program,consistency,9349783000.00,3290672646.00
16.523,Juvenile Accountability Block Grants,timeliness,40000000.00
16.575,Crime Victim Assistance,timeliness,428080890.00
16.576,Crime Victim Compensation,timeliness,200228000.00
16.548,Title V_Delinquency Prevention Program,consistency,2000000.00,3412500.00
16.684,Supporting Teens through Education and Protection Act of 2005 (STEP Act),consistency,0.00,4014169.00
16.820,Postconviction DNA Testing Program,consistency,4142000.00,
16.321,Antiterrorism Emergency Reserve,consistency,50000000.00,9297991.00
16.746,Capital Case Litigation,consistency,2070850.00,3371134.00
16.560,"National Institute of Justice Research, Evaluation, and Development Project Grants",consistency,47904000.00,82540891.00
16.751,Edward Byrne Memorial Competitive Grant Program,consistency,33134000.00,10719767.00
16.753,Congressionally Recommended Awards ,consistency,0.00,5065000.00
16.616,Indian Country Alcohol and Drug Prevention,consistency,9940080.00,
16.610,Regional Information Sharing Systems,consistency,44910000.00,86563376.00
16.611,Closed-Circuit Televising of Child Victims of Abuse,consistency,828340.00,
16.544,Youth Gang Prevention,consistency,12500000.00,4389491.00
16.541,"Part E - Developing, Testing and Demonstrating Promising New Programs",consistency,0.00,22332055.00
16.603,Corrections_Technical Assistance/Clearinghouse,consistency,3215000.00,
16.602,Corrections_Research and Evaluation and Policy Formulation,consistency,1250000.00,
16.808,Recovery Act - Edward Byrne Memorial Competitive Grant Program,consistency,0.00,1044230.00
16.018,Services to Advocate for and Respond to Youth,consistency,6539872.00,2949462.00
16.014,"Engaging Men and Youth in Preventing Domestic Violence, Dating Violence, Sexual Assault, and Stalking",timeliness,7885560.00
16.015,Missing Alzheimer's Disease Patient Assistance Program,consistency,1656680.00,
16.123,Community-Based Violence Prevention Program,consistency,0.00,6596084.00
16.526,OVW Technical Assistance Initiative,consistency,6608154.00,71804701.00
16.710,Public Safety Partnership and Community Policing Grants,consistency,690000000.00,
16.557,Tribal Domestic Violence and Sexual Assault Coalitions Grant Program,consistency,3550000.00,1649929.00
16.726,Juvenile Mentoring Program,consistency,45000000.00,100423839.00
16.727,Enforcing Underage Drinking Laws Program,timeliness,10000000.00
16.582,Crime Victim Assistance/Discretionary Grants,consistency,31757031.00,13486370.00
16.730,Reduction and Prevention of Children's Exposure to Violence,consistency,3000000.00,16127255.00
16.737,Gang Resistance Education and Training,consistency,8283000.00,
16.595,Community Capacity Development Office,consistency,0.00,2500000.00
16.203,Promoting Evidence Integration in Sex Offender Management Discretionary Grant Program,consistency,1810000.00,
16.307,Combined DNA Index System,consistency,19443611.00,
16.607,Bulletproof Vest Partnership Program,consistency,24850200.00,
16.606,State Criminal Alien Assistance Program,consistency,273352200.00,
16.755,Southwest Border Prosecution Initiative Program,consistency,25678540.00,
16.571,Public Safety Officers' Benefits Program,consistency,70081800.00,
16.615,Public Safety Officers' Educational Assistance,consistency,3081800.00,
16.814,Northern Border Prosecution Initiative Program,consistency,2485020.00,
17.225,Unemployment Insurance,consistency,118492000000.00,3903159532.95
17.245,Trade Adjustment Assistance,consistency,426000000.00,887399367.00
17.259,WIA Youth Activities,timeliness,814000000.00
17.260,WIA Dislocated  Workers,consistency,0.00,-25220167.00
17.282,Trade Adjustment Assistance Community College and Career Training (TAACCCT) Grants,consistency,500000000.00,
17.281,Workforce Investment Act (WIA) Dislocated Worker National Reserve Technical Assistance and Training,consistency,8000000.00,
17.280,Workforce Investment Act (WIA) Dislocated Worker National Reserve Demonstration Grants,consistency,8000000.00,
17.805,Homeless Veterans Reintegration Project,timeliness,36257000.00
17.807,Transition Assistance Program,consistency,6986000.00,
17.268,H-1B Job Training Grants,consistency,18000000.00,-10310125.76
17.269,Community Based Job Training Grants,consistency,56000000.00,-5707585.46
17.261,"WIA Pilots, Demonstrations, and Research Projects",consistency,12000000.00,69104683.24
17.277,Workforce Investment Act (WIA) National Emergency Grants,timeliness,201000000.00
17.275,Program of Competitive Grants for Worker Training and Placement in High Growth and Emerging Industry Sectors,consistency,0.00,-349797.38
17.274,Youthbuild,timeliness,116000000.00
17.270,Reintegration of Ex-Offenders,timeliness,109000000.00
17.279,Green Jobs Innovation Fund Grants,timeliness,40000000.00
17.310,Energy Employees Occupational Illness Compensation,consistency,1268598235.00,
17.302,Longshore and Harbor Workers' Compensation,consistency,135821000.00,
17.307,Coal Mine Workers' Compensation,consistency,410612910.00,
15.904,Historic Preservation Fund Grants-In-Aid,consistency,54500000.00,2031831.00
15.875,"Economic, Social, and Political Development of the Territories",consistency,512207000.00,
15.805,Assistance to State Water Resources Research Institutes,consistency,6235574.00,10392058.00
15.626,Enhanced Hunter Education and Safety Program,consistency,8000000.00,
15.625,Wildlife Conservation and Restoration,consistency,130000.00,
15.634,State Wildlife Grants,consistency,52990000.00,
15.605,Sport Fish Restoration Program,consistency,364694799.00,
15.504,Water Reclamation and Reuse Program,consistency,19379921.00,
15.611,Wildlife Restoration and Basic Hunter Education,consistency,376318790.00,
15.668,Coastal Impact Assistance Program ,consistency,300000000.00,
15.426,Coastal Impact Assistance Program (CIAP),consistency,0.00,161232233.00
15.252,Abandoned Mine Land Reclamation (AMLR) Program,completeness,395557364.00
15.133,Native American Business Development Institute,consistency,475000.00,
15.059,Indian Graduate Student Scholarships,consistency,2160000.00,
15.671,Yukon River Salmon Research and Management Assistance,consistency,400000.00,
15.670,Adaptive Science,consistency,1500000.00,
15.673,Wildlife Without Borders  Critically Endangered Animal Conservation Fund,consistency,588000.00,
15.672,Wildlife Without Borders  Amphibians in Decline,consistency,343000.00,
15.114,Indian Education_Higher Education Grant Program,consistency,38171189.00,
15.640,Wildlife Without Borders- Latin America and the Caribbean ,consistency,1469291.00,
15.641,Wildlife Without Borders-Mexico ,consistency,691293.00,
15.642,Challenge Cost Share,consistency,589000.00,
15.643,Alaska Migratory Bird Co-Management Council,consistency,213600.00,
15.645,Marine Turtle Conservation Fund,consistency,1717006.00,
15.647,Migratory  Bird Conservation,consistency,517000.00,
15.648,Central Valley Project Improvement  (CVPI) Anadromous Fish Restoration Program (AFRP),consistency,3778905.00,
15.649,Service Training and Technical Assistance (Generic Training),consistency,5368440.00,
15.807,Earthquake Hazards Reduction Program,consistency,7146335.00,13483186.00
15.658,"Natural Resource Damage Assessment, Restoration and Implementation",consistency,10667642.00,
15.652,Undesirable/Noxious Plant Species,consistency,200600.00,
15.651,Wildlife Without Borders-Africa Program,consistency,1383767.00,
15.650,Research Grants (Generic),consistency,5394747.00,
15.250,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,completeness,68700000.00
15.628,Multistate Conservation Grant Program,consistency,6000000.00,
15.629,Great Apes Conservation Fund,consistency,3859265.00,
15.622,Sportfishing and Boating Safety Act,consistency,16215865.00,
15.623,North American Wetlands Conservation Fund,consistency,82568177.00,
15.620,African Elephant Conservation Fund,consistency,1824464.00,
15.621,Asian Elephant Conservation Fund,consistency,1824464.00,
15.530,Water Conservation Field Services Program (WCFSP),consistency,7090930.00,
15.639,Tribal Wildlife Grants Program,consistency,7000000.00,
15.633,Landowner Incentive Program,consistency,7408652.00,
15.635,Neotropical Migratory Bird Conservation ,consistency,4314731.00,
15.525,Rocky Boy's/North Central Montana Regional Water System,consistency,998000.00,
15.526,San Gabriel Basin Restoration Project,consistency,270000.00,
15.522,Mni Wiconi Rural Water Supply Project,consistency,21301207.00,
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs,consistency,3553777.00,
15.028,Tribally Controlled Community College Endowments,consistency,108780.00,
15.027,Assistance to Tribally Controlled Community Colleges and Universities,consistency,63483778.00,
15.510,Colorado Ute Indian Water Rights Settlement Act,consistency,8706493.00,
15.513,Dutch John Federal Property and Disposition  Assistance Act,consistency,389965.00,
15.516,Fort Peck Reservation Rural Water System ,consistency,1996000.00,
15.518,Garrison Diversion Unit,consistency,32708692.00,
15.608,Fish and Wildlife Management Assistance,consistency,14000000.00,
15.616,Clean Vessel Act,consistency,11730058.00,
15.615,Cooperative Endangered Species Conservation Fund,consistency,79141000.00,
15.614,"Coastal Wetlands Planning, Protection and Restoration Act",consistency,19100000.00,
15.619,Rhinoceros and Tiger Conservation Fund,consistency,2638351.00,
15.407,Keweenaw National Historical Park (NHP) and Keweenaw NHP Advisory Commission Partner Enhancement Grants,consistency,137000.00,
15.923,National Center for Preservation Technology and Training,consistency,174921.00,
15.669,Cooperative Landscape Conservation,consistency,10100000.00,
15.552,NAVAJO-GALLUP WATER SUPPLY PROJECT,consistency,7076400.00,
15.231,"Fish, Wildlife and Plant Conservation Resource Management",consistency,5000000.00,31315074.00
15.549,Integrated Regional Water Plan for the Central Valley of California,consistency,184975.00,
15.150,Juvenile Detention Education ,consistency,620000.00,
15.147,Tribal Courts_Trust Reform Initiative,consistency,15904.00,
15.146,Ironworker Training Program,consistency,500000.00,
15.144,Indian Child Welfare Act_Title II Grants,consistency,11039000.00,
15.141,Indian Housing Assistance,consistency,11039000.00,
15.149,FOCUS on Student Achievement Project,consistency,746000.00,
15.928,Civil War Battlefield Land Acquisition Grants,consistency,9000000.00,
15.922,Native American Graves Protection and Repatriation Act,consistency,30000.00,
15.046,Administrative Cost Grants for Indian Schools,consistency,46280254.00,
15.043,Indian Child and Family Education,consistency,11440000.00,
15.667,Highlands Conservation Program,consistency,2072341.00,
15.664,Fish and Wildlife Coordination and Assistance Programs,consistency,489752.00,
15.665,National Wetlands Inventory,consistency,1250000.00,
15.662,Great Lakes Restoration,consistency,48000000.00,
15.663,National Fish and Wildlife Foundation,consistency,7537000.00,
15.916,"Outdoor Recreation_Acquisition, Development and Planning",consistency,37125600.00,
15.555,San Joaquin River Restoration Program,consistency,2289000.00,
15.932,Preservation of Historic Structures on the Campuses of Historically Black Colleges and Universities (HBCUs).,consistency,313954000.00,
15.933,Preservation of Japanese American Confinement Sites,consistency,2909000.00,
15.057,Navajo-Hopi Indian Settlement Program,consistency,428700.00,
15.051,Endangered Species on Indian Lands,consistency,892177.00,
15.053,Attorney Fees_Indian Rights,consistency,2814446.00,
15.052,Litigation Support for Indian Rights,consistency,975725.00,
15.113,Indian Social Services_Welfare Assistance,consistency,63090962.00,
15.062,Replacement and Repair of Indian Schools,consistency,319611958.00,
15.063,Improvement and Repair of Indian Detention Facilities,consistency,841941.00,
15.065,Safety of Dams on Indian Lands,consistency,15152514.00,
15.029,Tribal Courts,consistency,18769203.00,
15.108,Indian Employment Assistance,consistency,10300000.00,
15.655,"Migratory Bird Monitoring, Assessment and Conservation",consistency,2255000.00,
15.534,"Miscellaneous Public Law 93-638 Contracts, Grants, and Cooperative Agreements",consistency,77849036.00,
15.024,Indian Self-Determination Contract Support,consistency,219560000.00,
15.025,"Services to Indian Children, Elderly and Families",consistency,22597327.00,
15.026,Indian Adult Education,consistency,2278725.00,
15.020,Aid To Tribal Governments,consistency,23922077.00,
15.021,Consolidated Tribal Government Program,consistency,73367473.00,
15.022,Tribal Self-Governance,consistency,430308836.00,
15.514,Reclamation States Emergency Drought Relief,consistency,202000.00,
15.519,"Indian Tribal Water Resources Development, Management, and Protection",consistency,2904654.00,
15.038,Minerals and Mining on Indian Lands,consistency,12581399.00,
15.033,Road Maintenance_Indian Roads,consistency,11332456.00,
15.032,Indian Economic Development,consistency,2479466.00,
15.031,Indian Community Fire Protection,consistency,1778312.00,
15.030,Indian Law Enforcement,consistency,183897397.00,
15.037,Water Resources on Indian Lands,consistency,31639805.00,
15.036,Indian Rights Protection,consistency,43615776.00,
15.035,Forestry on Indian Lands,consistency,16388549.00,
15.034,Agriculture on Indian Lands,consistency,10844649.00,
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,consistency,118437408.00,
15.429,State Select,consistency,532894.00,
15.227,Distribution of Receipts to State and Local Governments,consistency,94453066.00,
15.439,National Petroleum Reserve - Alaska,consistency,2958857.00,
15.438,National Forest Acquired Lands,consistency,7329000.00,
15.437,Minerals Leasing Act,consistency,1845793802.00,
15.435,GoMESA,consistency,865000.00,
15.434,Geothermal Resources,consistency,21040785.00,
15.433,Flood Control Act Lands,consistency,22936111.00,
15.430,8(g) State Coastal Zone,consistency,40993173.00,
15.946,Cultural Resources Management,consistency,9111530.00,
15.945,Cooperative Research and Training Programs  Resources of the National Park System,consistency,22054684.00,
15.944,Natural Resource Stewardship,consistency,10585874.00,
15.943,Challenge Cost Share,consistency,20010.00,
15.440,South Half of the Red River,consistency,35.00,
15.939,National Heritage Area Federal Financial Assistance,consistency,7869912.00,
15.148,Tribal Energy Development Capacity Grants,consistency,250000.00,
15.254,Summer Intern and Year-Long OSM/VISTA Watershed Support,completeness,179500.00
15.130,Indian Education_Assistance to Schools,consistency,21273000.00,
15.048,Bureau of Indian Affairs Facilities_Operations and Maintenance,consistency,91636233.00,
15.047,"Indian Education Facilities, Operations, and Maintenance",consistency,64310466.00,
15.044,Indian Schools_Student Transportation,consistency,35395000.00,
15.045,Assistance for Indian Children with Severe Disabilities,consistency,1851406.00,
15.042,Indian School Equalization Program,consistency,240165400.00,
15.040,Real Estate Programs_Indian Lands,consistency,33901264.00,
15.041,Environmental Management_Indian Programs,consistency,9037541.00,
15.061,Indian Job Placement_United Sioux Tribes Development Corporation,consistency,16423290.00,
15.659,National Wildlife Refuge Fund,consistency,17000000.00,
15.432,California Refuge Account,consistency,3022.00,
15.436,Late Disbursement Interest,consistency,53715.00,
15.431,Alaska State Select,consistency,108060.00,
21.021,Bank Enterprise Award Program,consistency,21956000.00,
21.020,Community Development Financial Institutions Program,completeness,167300000.00
21.010,Financial Education and Counseling Pilot Program,completeness,4150000.00
21.011,Capital Magnet Fund,consistency,0.00,80000000.00
21.012,Native Initiatives,consistency,11976000.00,
21.013,Qualifying Therapeutic Discovery Project Credit,consistency,1000000000.00,
20.700,Pipeline Safety Program State Base Grant ,consistency,34810294.00,1992633.00
20.521,New Freedom Program,consistency,184615110.00,79983118.00
20.513,Capital Assistance Program for Elderly Persons and Persons with Disabilities,consistency,133222256.00,202952563.00
20.515,State Planning and Research,consistency,19571996.00,
20.600,State and Community Highway Safety,completeness,235000000.00
20.505,Metropolitan Transportation Planning,consistency,93691869.00,168100190.00
20.720,State Damage Prevention Program Grants,consistency,2009634.00,-153692.00
20.524,Passenger Rail Investment and Improvement (PRIIA)  Projects for Washington Metropolitan Area Transit Authority (WMATA),consistency,149700000.00,
20.816,Americas Marine Highway Grants,consistency,0.00,585000.00
20.523,Capital Assistance Program for Reducing Energy Consumption and Greenhouse Gas Emissions,consistency,49900000.00,
20.710,Technical Assistance Grants,timeliness,1000000.00
20.701,University Transportation Centers Program,completeness,85000000.00
20.703,Interagency Hazardous Materials Public Sector Training and Planning Grants,consistency,26800000.00,242199.00
20.514,Public Transportation Research,consistency,117764000.00,46760909.00
20.518,Capital and Training Assistance Program for Over-the-Road Bus Accessibility,consistency,8781692.00,14929307.00
20.607,Alcohol Open Container Requirements,consistency,120000000.00,48189926.00
20.601,Alcohol Impaired Driving Countermeasures Incentive Grants I,timeliness,138500500.00
20.602,Occupant Protection Incentive Grants,consistency,25000000.00,
20.608,Minimum Penalties for Repeat Offenders for Driving While Intoxicated,consistency,214624672.00,59579074.00
20.931,"Transportation Planning, Research and Education",timeliness,7032870.00
20.723,PHMSA Pipeline Safety Research and Development Other Transaction Agreements,consistency,725000.00,
20.721,PHMSA Pipeline Safety Program One Call Grant,consistency,1062000.00,
20.614,National Highway Traffic Safety Administration (NHTSA) Discretionary Safety Grants ,consistency,40000000.00,
20.321,RAILROAD SAFETY TECHNOLOGY GRANTS,consistency,49913000.00,23559894.00
20.313,Railroad Research and Development,consistency,32751000.00,5010984.00
20.314,Railroad Development,consistency,1785000.00,63240443.00
20.762,Research Grants,consistency,0.00,578756.00
20.301,Railroad Safety,consistency,3336000.00,315000.00
20.761,Biobased Transportation Research,consistency,0.00,9830761.00
20.233,Border Enforcement Grants,consistency,32000000.00,
20.239,Motor Carrier Research and Technology Programs,consistency,8586000.00,
20.231,Performance and Registration Information Systems Management,consistency,4749944.00,
20.806,State Maritime Schools,consistency,16146678.00,
20.813,Maritime Security Fleet Program,consistency,348000000.00,
20.814,Assistance to Small Shipyards,consistency,10000935.00,
64.034,VA Assistance to United States Paralympic Integrated Adaptive Sports Program,consistency,8000000.00,
64.029,Purchase Care Program,completeness,4000000000.00
64.027,Post-9/11 Veterans Educational Assistance,consistency,8618638000.00,
64.028,Post-9/11 Veterans Educational Assistance,consistency,8618638000.00,3654464339.00
64.032,Montgomery GI Bill Selected Reserve; Reserve Educational Assistance Program,consistency,321464000.00,36267207.00
64.030,Life Insurance for Veterans  Face Amount of New Life Insurance Policies Issued,completeness,190429480.00
66.419,"Water Pollution Control State, Interstate, and Tribal Program Support",consistency,262732500.00,83063508.00
66.480,Assessment and Watershed Protection Program Grants ,consistency,0.00,14980.00
66.466,Chesapeake Bay Program,consistency,47733315.00,21480802.00
66.467,Wastewater Operator Training Grant Program,consistency,0.00,15000.00
66.813,"Alternative or Innovative Treatment Technology Research, Demonstration, Training, and Hazardous Substance Research Grants",consistency,0.00,2209333.00
66.310,Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,consistency,128000.00,
66.313,International Compliance and Enforcement Projects,consistency,1129000.00,
66.041,Climate Showcase Communities Grant Program,consistency,0.00,10176148.00
66.305,Compliance Assistance Support for Services to the Regulated Community and Other Assistance Providers ,consistency,588000.00,151400.00
66.050,Potomac Highlands Implementation Grants ,consistency,200000.00,2000000.00
66.516,P3 Award: National Student Design Competition for Sustainability,consistency,700000.00,1226746.00
66.517,Regional Applied Research Efforts (RARE) ,consistency,1500000.00,520276.00
66.514,Science To Achieve Results (STAR) Fellowship Program ,completeness,10500000.00
66.512,Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,consistency,0.00,30000.00
66.513,Greater Research Opportunities (GRO) Fellowships For Undergraduate Environmental Study,completeness,1900000.00
66.437,Long Island Sound Program ,consistency,2962000.00,6641466.00
66.436,"Surveys, Studies, Investigations, Demonstrations, and Training Grants and Cooperative Agreements - Section 104(b)(3) of the Clean Water Act",consistency,1604000.00,2532249.00
66.718,National Community-Based Lead Outreach and Training Grant Program ,consistency,0.00,284500.00
66.952,National Network for Environmental Management Studies Fellowship Program,completeness,133520.00
66.951,Environmental Education Grants,consistency,3475000.00,1436572.00
66.034,"Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",consistency,15000000.00,54467971.00
66.038,"Training, Investigations, and Special Purpose Activities of Federally-Recognized Indian Tribes Consistent With the Clean Air Act (CAA), Tribal Sovereignty and the Protection and Management of Air Quality",consistency,13300000.00,4852288.00
66.127,Southeastern U.S. Regional Targeted Watershed Initiative,consistency,145745.00,
95.001,High Intensity Drug Trafficking Areas Program,consistency,209950000.00,
95.004,Anti-Doping Activities,consistency,8982000.00,
34.002,Labor Management Cooperation,consistency,750000.00,
89.003,National Historical Publications and Records Grants,consistency,7830000.00,12309515.00
89.005,Cooperative Agreements to Support the Programs of the National Archives and Records Administration (NARA),consistency,25000.00,
47.078,Polar Programs,consistency,440699000.00,140044298.00
77.008,U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program,timeliness,5000000.00
57.005,Economic Recovery Payments,consistency,41000.00,
57.001,Social Insurance for Railroad Workers,completeness,11061000000.00
59.059,Congressional Grants,consistency,0.00,1017500.00
19.087,International Fisheries Commissions,consistency,43440000.00,
19.500,Middle East Partnership Initiative (MEPI) ,completeness,60000000.00
19.878,EUR-Other,completeness,5000000.00
19.402,Professional and Cultural Exchange Programs - International Visitor Leadership Program,timeliness,63376258.00
19.400,Academic Exchange Programs - Graduate Students,timeliness,99723996.00
19.401,Academic Exchange Programs - Scholars,timeliness,39733613.00
19.221,Near East Regional Democracy,consistency,35000000.00,4010000.00
19.124,East Asia and Pacific Grants Program,consistency,4836000.00,16968519.00
19.750,Bureau of Western Hemisphere Affairs (WHA) Grant Programs (including Energy and Climate Partnership for the Americas),consistency,15000000.00,
19.800,Weapons Removal and Abatement,completeness,110000000.00
19.801,Office of Global Women's Issues,consistency,2500000.00,
19.901,Export Control and Related Border Security,completeness,2000000.00
19.900,AEECA PD Programs,consistency,21561489.00,
19.450,ECA Individual Grants,consistency,2131704.00,131154.00
19.011,Academic Exchange Programs - Special Academic Exchange Programs,timeliness,25045178.00
19.022,Educational and Cultural Exchange Programs Appropriation Overseas Grants,consistency,2017418.00,6676702.00
19.023,Overseas Schools Program,consistency,11000000.00,467646.00
19.024,Soft Target Program for Overseas Schools,consistency,5000000.00,397260.00
19.025,U.S. Ambassadors Fund for Cultural Preservation,completeness,2000000.00
19.701,Global Counterterrorism Programs,consistency,7290573.00,
19.703,CRIMINAL JUSTICE SYSTEMS,consistency,46030390.00,
19.705,TRANSNATIONAL CRIME,consistency,46030390.00,
19.704,COUNTERNARCOTICS,consistency,46030390.00,
19.032,Global Engagement,consistency,1000000.00,
19.600,Bureau of Near Eastern Affairs (NEA),consistency,1675925000.00,
19.700,General Department of State Assistance,consistency,100000000.00,1794686889.00
19.999,Export Control and Related Border Security,consistency,2000000.00,
19.440,IIP Individual Grants,consistency,4522182.00,982850.00
91.002,Priority Grant Competition,consistency,2800000.00,
91.001,Annual Grant Competition,consistency,2000000.00,
85.102,Christopher Columbus Awards,consistency,265000.00,
85.104,Life Sciences Awards,consistency,120000.00,
85.105,Agriscience Awards,consistency,145000.00,
85.101,Homeland Security Award,consistency,25000.00,
