CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
93.204,Surveillance of Hazardous Substance Emergency Events,consistency,989871.00
93.211,Telehealth Network Grants,consistency,6432000.00
93.212,Chiropractic Demonstration Project Grants,completeness,1817438.00
93.213,Research and Training in Complementary and Alternative Medicine,consistency,85538000.00
93.223,Development and Coordination of Rural Health Services,consistency,270000.00
93.224,"Consolidated Health Centers (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, Public Housing Primary Care, and School Based Health Centers)",consistency,1821000000.00
93.225,National Research Service Awards_Health Services Research Training,consistency,7820000.00
93.226,"Research on Healthcare Costs, Quality and Outcomes",consistency,73127391.00
93.233,National Center on Sleep Disorders Research,consistency,52938299.00
93.234,Traumatic Brain Injury State Demonstration Grant Program,consistency,5314680.00
93.236,Grants for Dental Public Health Residency Training,consistency,5093496.00
93.237,Special Diabetes Program for Indians_Diabetes Prevention and Treatment  Projects,consistency,112300000.00
93.240,State Capacity Building,consistency,12681515.00
93.241,State Rural Hospital Flexibility Program,consistency,21600000.00
93.242,Mental Health Research Grants,consistency,969462000.00
93.243,Substance Abuse and Mental Health Services_Projects of Regional and National Significance,consistency,351705645.00
93.247,Advanced Education Nursing Grant Program,consistency,40697432.00
93.250,Geriatric Academic Career Awards,consistency,6034659.00
93.251,Universal Newborn Hearing Screening,consistency,8472682.00
93.253,Poison Control Stabilization and Enhancement Grants,consistency,22605223.00
93.254,Infant Adoption Awareness Training,consistency,12453000.00
93.257,"Grants for Education, Prevention, and Early Detection of Radiogenic Cancers and Diseases",consistency,1517000.00
93.259,Rural Access to Emergency Devices Grant,consistency,1100000.00
93.262,Occupational Safety and Health Program,consistency,115000000.00
93.265,Comprehensive Geriatric Education Program(CGEP),consistency,3016826.00
93.268,Immunization Grants,consistency,2841107847.00
93.269,Complex Humanitarian Emergency and War-Related Injury Public Health Activities,consistency,0.00
93.271,Alcohol Research Career Development Awards for Scientists and Clinicians,consistency,12051000.00
93.272,Alcohol National Research Service Awards for Research Training,consistency,11284000.00
93.273,Alcohol Research Programs,consistency,260630000.00
93.275,Substance Abuse and Mental Health Services-Access to Recovery,completeness,95962645.00
93.276,Drug-Free Communities Support Program Grants,consistency,82361304.00
93.279,Drug Abuse and Addiction Research Programs,consistency,38771000.00
93.281,Mental Health Research Career/Scientist Development Awards,consistency,70480000.00
93.286,Discovery and Applied Research for Technological Innovations to Improve Human Health,consistency,300463000.00
93.296,State Partnership Grant Program to Improve Minority Health ,consistency,4979018.00
93.301,Small Rural Hospital Improvement Grant Program,consistency,14220000.00
93.307,Minority Health and Health Disparities Research ,consistency,149973000.00
93.359,"Nurse Education, Practice and Retention Grants",consistency,36362453.00
93.361,Nursing Research,consistency,121055000.00
93.389,National Center for Research Resources,consistency,1069627000.00
93.393,Cancer Cause and Prevention Research,consistency,664410000.00
93.394,Cancer Detection and Diagnosis Research,consistency,286333000.00
93.395,Cancer Treatment Research,consistency,539691000.00
93.396,Cancer Biology Research,consistency,503739000.00
93.397,Cancer Centers Support Grants,consistency,479564000.00
93.398,Cancer Research Manpower,consistency,180965000.00
93.399,Cancer Control,consistency,208278000.00
93.443,Health Promotion/Disease Prevention Program for American Indians and Alaska Natives ,consistency,1300000.00
93.550,Transitional Living for Homeless Youth,consistency,47455000.00
93.551,Abandoned Infants,consistency,11628000.00
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",consistency,18803000.00
93.564,Child Support Enforcement Research,consistency,1800000.00
93.570,Community Services Block Grant_Discretionary Awards,consistency,39327000.00
93.576,Refugee and Entrant Assistance_Discretionary Grants,consistency,76884000.00
93.579,U.S. Repatriation,completeness,1000000.00
93.581,Improving the Capability of Indian Tribal Governments to Regulate Environmental Quality,consistency,1500000.00
93.587,Promote the Survival and Continuing Vitality of Native American Languages,consistency,5000000.00
93.592,Family Violence Prevention and Services/Grants for Battered Women's Shelters_Discretionary Grants,consistency,126734000.00
93.593,Job Opportunities for Low-Income Individuals,consistency,5288000.00
93.595,"Welfare Reform Research, Evaluations and National Studies",consistency,189764000.00
93.597,Grants to States for Access and Visitation Programs,completeness,10000000.00
93.598,Services to Victims of a Severe Form of Trafficking,consistency,1316000.00
93.600,Head Start,consistency,6856803005.00
93.601,Child Support Enforcement Demonstrations and Special Projects,consistency,1500000.00
93.602,Assets for Independence Demonstration Program,consistency,24025000.00
93.604,Assistance for Torture Victims,consistency,9551000.00
93.612,Native American Programs,consistency,35000000.00
93.616,Mentoring Children of Prisoners,consistency,61952000.00
93.623,Basic Center Grant,consistency,57941000.00
93.631,Developmental Disabilities Projects of National Significance,consistency,14162000.00
93.632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",consistency,36943000.00
93.647,Social Services Research and Demonstration,consistency,189764000.00
93.648,Child Welfare Services Training Grants,consistency,7207000.00
93.652,Adoption Opportunities,consistency,26379000.00
93.670,Child Abuse and Neglect Discretionary Activities,consistency,37135000.00
93.760,Rural PACE (Program of All-Inclusive Care for the Elderly) Provider Grant Program,consistency,5000000.00
93.768,Medicaid Infrastructure Grants To Support the Competitive Employment of People with Disabilities,consistency,40200000.00
93.769,Demonstration to Maintain Independence and Employment,consistency,2000000.00
93.779,"Centers for Medicare and Medicaid Services (CMS) Research, Demonstrations and Evaluations",consistency,31301000.00
93.789,Alternatives to Psychiatric Residential Treatment Facilities for Children,consistency,37168000.00
93.791,Money Follows the Person Rebalancing Demonstration ,consistency,350470000.00
93.793,Medicaid Transformation Grants,completeness,75000000.00
93.822,Health Careers Opportunity Program,consistency,9825000.00
93.837,Cardiovascular Diseases Research,consistency,1556459000.00
93.838,Lung Diseases Research,consistency,582448863.00
93.839,Blood Diseases and Resources Research,consistency,409262576.00
93.846,"Arthritis, Musculoskeletal and Skin Diseases Research",consistency,410539000.00
93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,consistency,1345652000.00
93.855,"Allergy, Immunology and Transplantation Research",consistency,640979000.00
93.856,Microbiology and Infectious Diseases Research,consistency,2067013000.00
93.859,Biomedical Research and Research Training,consistency,1857074000.00
93.865,Child Health and Human Development Extramural Research,consistency,883266000.00
93.866,Aging Research,consistency,879098000.00
93.867,Vision Research,consistency,533773000.00
93.879,Medical Library Assistance,consistency,63389000.00
93.884,Grants for Training in Primary Care Medicine and Dentistry,consistency,43872255.00
93.891,Alcohol Research Center Grants,consistency,27276000.00
93.912,Rural Health Care Services Outreach and Rural Health Network Development Program,consistency,25831745.00
93.913,Grants to States for Operation of Offices of Rural Health,consistency,7206900.00
93.914,HIV Emergency Relief Project Grants,consistency,549905180.00
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,consistency,186206136.00
93.923,Disadvantaged Health Professions Faculty Loan Repayment (FLRP) and Minority Faculty Fellowship Program (MFFP),consistency,54477.00
93.924,Ryan White HIV/AIDS Dental Reimbursements\Community Based Dental Partnership,consistency,12518198.00
93.925,Scholarships for Health Professions Students from Disadvantaged Backgrounds,consistency,42400000.00
93.926,Healthy Start Initiative,consistency,94450895.00
93.928,Special Projects of National Significance,consistency,25000000.00
93.932,Native Hawaiian Health Systems,consistency,125450000.00
93.938,Cooperative Agreements to Support Comprehensive School Health Programs to Prevent the Spread of HIV and Other Important Health Problems,consistency,35593573.00
93.939,HIV Prevention Activities_Non-Governmental Organization Based,consistency,77501379.00
93.940,HIV Prevention Activities_Health Department Based,consistency,327098892.00
93.941,"HIV Demonstration, Research, Public and Professional Education Projects",consistency,14945541.00
93.943,Epidemiologic Research Studies of Acquired Immunodeficiency Syndrome (AIDS) and Human Immunodeficiency Virus (HIV) Infection in Selected Population Groups,consistency,4483640.00
93.944,Human Immunodeficiency Virus (HIV)/Acquired Immunodeficiency Virus Syndrome (AIDS) Surveillance,consistency,76044582.00
93.965,Coal Miners Respiratory Impairment Treatment Clinics and Services,consistency,5600000.00
93.977,Preventive Health Services_Sexually Transmitted Diseases Control Grants,consistency,104700730.00
93.978,"Preventive Health Services_Sexually Transmitted Diseases Research, Demonstrations, and Public Information and Education Grants",consistency,4685883.00
93.982,Mental Health Disaster Assistance and Emergency Mental Health,completeness,38667953.00
93.989,International Research and Research Training,consistency,50100000.00
93.064,"Laboratory Training, Evaluation, and Quality Assurance Programs",consistency,2644196.00
93.065,"Laboratory Leadership, Workforce Training and Management Development, Improving Public Health Laboratory Infrastructure",consistency,12000000.00
93.066,State Vital Statistics Improvement Program,consistency,571500.00
93.068,"Chronic Diseases:  Research, Control, and Prevention  ",consistency,4400000.00
93.069,Public Health Emergency Preparedness,consistency,704867418.00
93.107,Model State-Supported Area Health Education Centers,consistency,14000000.00
93.116,Project Grants and Cooperative Agreements for Tuberculosis Control Programs,consistency,97698380.00
93.123,Health Professions Pregraduate Scholarship Program for Indians,consistency,1364846.00
93.127,Emergency Medical Services for Children,consistency,17398487.00
93.129,Technical and Non-Financial Assistance to Health Centers,consistency,40000000.00
93.130,Cooperative Agreements to States/Territories for the Coordination and Development of Primary Care Offices,consistency,10000000.00
93.135,Centers for Research and Demonstration for Health Promotion and Disease Prevention,consistency,24200000.00
93.181,Podiatric Residency Training in Primary Care,consistency,0.00
93.184,Disabilities Prevention,consistency,16090473.00
93.192,Quentin N. Burdick Program for Rural Interdisciplinary Training,consistency,0.00
93.206,Human Health Studies_Applied Research and Development,consistency,0.00
93.208,Great Lakes Human Health Effects Research,consistency,1082730.00
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,consistency,980000000.00
93.230,Consolidated Knowledge Development and Application (KD&A) Program,consistency,500000.00
93.231,Epidemiology Cooperative Agreements,consistency,6000000.00
93.249,Public Health Training Centers Grant Program,consistency,4500000.00
93.266,Rapid Expansion of Antiretroviral Therapy Programs for HIV-Infected Persons in Selected Countries in Africa and the Caribbean Under the President's Emergency Plan for AIDS Relief,consistency,196000000.00
93.270,Adult Viral Hepatitis Prevention and Control,consistency,9500000.00
93.282,Mental Health National Research Service Awards for Research Training,consistency,49858000.00
93.283,Centers for Disease Control and Prevention_Investigations and Technical Assistance,consistency,131589465.00
93.284,Injury Prevention Program for American Indians and Alaskan Natives_Cooperative Agreements,consistency,1400000.00
93.300,National Center for Health Workforce Analysis,consistency,0.00
93.365,Sickle Cell Treatment Demonstration Program,completeness,1469216.00
93.392,Cancer Construction,consistency,0.00
93.442,Special Diabetes Program for Indians (SDPI) Competitive Grant Program,consistency,23300000.00
93.444,Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement,consistency,220000.00
93.583,Refugee and Entrant Assistance_Wilson/Fish Program,completeness,23000000.00
93.676,Unaccompanied Alien Children Program,consistency,95088000.00
93.776,Hurricane Katrina Relief,consistency,19064378.00
93.785,Pilot Program for National and State Background Checks--Direct Patient Access for Long-Term Care,consistency,1184000.00
93.824,Basic/Core Area Health Education Centers,consistency,13200000.00
93.887,Health Care and Other Facilities,consistency,200000045.00
93.888,Specially Selected Health Projects,consistency,0.00
93.919,Cooperative Agreements for State-Based Comprehensive Breast and Cervical Cancer Early Detection Programs,consistency,158085587.00
93.942,"Research, Treatment and Education Programs on Lyme Disease in the United States",consistency,1400494.00
93.945,Assistance Programs for Chronic Disease Prevention and Control,consistency,50502222.00
93.946,Cooperative Agreements to Support State-Based Safe Motherhood and Infant Health Initiative Programs,consistency,5200000.00
93.947,"Tuberculosis Demonstration, Research, Public and Professional Education",consistency,1790122.00
93.970,Health Professions Recruitment Program for Indians,consistency,0.00
93.972,Health Professions Scholarship Program,consistency,9603857.00
93.280,National Institutes of Health Loan Repayment Program for Clinical Researchers,consistency,38593631.00
93.400,National Health Service Corps Scholarship Program,consistency,13786032.00
93.406,Nursing Education Loan Repayment Program (NELRP),consistency,18901576.00
93.409,Faculty Loan Repayment Programs,consistency,1133841.00
93.162,National Health Service Corps Loan Repayment Program,consistency,59182064.00
93.209,Contraception and Infertility Research Loan Repayment Program,consistency,1000000.00
93.255,Children's Hospitals Graduate Medical Education Payment,consistency,301000000.00
93.285,National Institutes of Health Pediatric Research Loan Repayment Program,consistency,17406844.00
93.288,National Health Service Corps Scholarship Program,consistency,14805558.00
93.303,Nursing Scholarship Program,consistency,14000000.00
93.441,Indian Self-Determination,consistency,509600000.00
93.770,Medicare_Prescription Drug Coverage,consistency,45087000000.00
93.773,Medicare_Hospital Insurance,consistency,226122000000.00
93.774,Medicare_Supplementary Medical Insurance,consistency,187935000000.00
93.784,Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,consistency,225000000.00
93.908,Nursing Education Loan Repayment Program ,consistency,16804789.00
97.042,Emergency Management Performance Grants,consistency,291450000.00
97.067,Homeland Security Grant Program,consistency,1698959000.00
97.073,State Homeland Security Program (SHSP),consistency,921500000.00
97.008,Urban Areas Security Initiative ,consistency,862925000.00
97.024,Emergency Food and Shelter National Board Program,consistency,153000135.00
97.005,State and Local Homeland Security Training  Program,consistency,84076692.00
97.010,Citizenship Education and Training,consistency,450000.00
97.036,Disaster Grants - Public Assistance (Presidentially Declared Disasters),consistency,3124128957.00
97.040,Chemical Stockpile Emergency Preparedness Program,consistency,88155897.00
97.041,National Dam Safety Program,consistency,3212000.00
97.043,State Fire Training Systems Grants,consistency,1400000.00
97.044,Assistance to Firefighters Grant,consistency,560000000.00
97.046,Fire Management Assistance Grant,consistency,110000000.00
97.052,Emergency Operations Centers,consistency,15000000.00
97.062,"Scholars and Fellows, and Educational Programs",completeness,3370338.00
97.069,Aviation Research Grants,consistency,9691029.00
97.071,Metropolitan Medical Response System,consistency,39831404.00
97.076,National Center for Missing and Exploited Children (NCMEC) ,consistency,203000.00
97.078,Buffer Zone Protection Program (BZPP) ,consistency,50000000.00
97.083,Staffing for Adequate Fire and Emergency Response (SAFER),consistency,180500000.00
97.089,Real ID Program,consistency,50000000.00
97.092,Repetitive Flood Claims,consistency,10000000.00
97.093,Fire Service Hazardous Materials Preparedness and Response,consistency,50000.00
97.094,Prevention Advocacy Resources and Data Exchange Program,consistency,30000.00
97.095,Safe Kids Worldwide,consistency,200000.00
97.097,Training Resource and Data Exchange (TRADE),consistency,93000.00
97.099,Residential Fire Safety & Fire Sprinkler Initiatives ,consistency,130000.00
97.103,Degrees at a Distance Program ,consistency,70000.00
97.104,"Homeland Security-related Science, Technology, Engineering and Mathematics (HS STEM) Career Development Program",consistency,3000000.00
97.105,"Firefighter/Emergency Medical Services (EMS) Outreach, Technology Transfer,  Information Dissemination, and Technical Assistance",consistency,150000.00
97.107,National Incident Management System (NIMS),consistency,12648000.00
97.109,Disaster Housing Assistance Grant,consistency,365000000.00
97.110,Severe Loss Repetitive Program,consistency,40000000.00
97.112,Border Infrastructure Improvement Projects,consistency,134740248.00
97.023,Community Assistance Program State Support Services Element (CAP-SSSE),consistency,7500000.00
97.053,Citizen Corps,consistency,14572500.00
97.057,Intercity Bus Security Grants,consistency,11172250.00
97.059,Truck Security Program,completeness,15544000.00
97.066,"Homeland Security Information Technology Research, Testing, Evaluation and Demonstration Program",consistency,10100000.00
97.068,Competitive Training Grants,completeness,27202000.00
97.072,National Explosives Detection Canine Team Program,consistency,34176000.00
97.079,Public Alert Radios for Schools,consistency,1500000.00
97.098,Disaster Donations Management Program ,consistency,375000.00
97.014,Bridge Alteration,consistency,16400000.00
97.018,National Fire Academy Training Assistance,consistency,1600000.00
97.034,Disaster Unemployment Assistance,consistency,12619457.00
97.090,Law Enforcement Officer Reimbursement Agreement Program,consistency,65027814.00
97.100,Airport Checked Baggage Screening Program,consistency,390108000.00
14.218,Community Development Block Grants/Entitlement Grants,consistency,2510501000.00
14.228,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,consistency,1075929000.00
14.231,Emergency Shelter Grants Program,consistency,160000000.00
14.239,Home Investment Partnerships Program,consistency,1654000000.00
14.241,Housing Opportunities for Persons with AIDS,consistency,300100000.00
14.867,Indian Housing Block Grants,consistency,621770000.00
14.872,Public Housing Capital Fund,consistency,2327452000.00
14.169,Housing Counseling Assistance Program,consistency,47500000.00
14.191,Multifamily Housing Service Coordinators,consistency,0.00
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,consistency,7000000.00
14.227,Community Development Block Grants/Technical Assistance Program,consistency,3000000.00
14.235,Supportive Housing Program,consistency,1059172000.00
14.238,Shelter Plus Care,consistency,350741000.00
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,consistency,10000000.00
14.247,Self-Help Homeownership Opportunity Program,consistency,26500000.00
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,consistency,16077000.00
14.251,"Economic Development Initiative-Special Project, Neighborhood Initiative and Miscellaneous Grants",consistency,25970000.00
14.252,Section 4 Capacity Building for Affordable Housing and Community Development Grants,consistency,33500000.00
14.314,Assisted Living Conversion for Eligible Multifamily Housing Projects,consistency,0.00
14.316,Housing Counseling Training Program,consistency,2500000.00
14.401,Fair Housing Assistance Program_State and Local,consistency,25620000.00
14.408,Fair Housing Initiatives Program,consistency,24000000.00
14.514,Hispanic-Serving Institutions Assisting Communities,consistency,6000000.00
14.515,Alaska Native/Native Hawaiian Institutions Assisting Communities,consistency,3000000.00
14.516,Doctoral Dissertation Research Grants,consistency,300000.00
14.519,Tribal Colleges and Universities Program,completeness,5000000.00
14.520,Historically Black Colleges and Universities Program,consistency,9000000.00
14.862,Indian Community Development Block Grant Program,consistency,62000000.00
14.866,Demolition and Revitalization of Severely Distressed Public Housing,consistency,97600000.00
14.870,Resident Opportunity and Supportive Services - Service Coordinators,consistency,40000000.00
14.873,Native Hawaiian Housing Block Grants,consistency,8700000.00
14.878,Affordable Housing Development in Main Street Rejuvenation Projects,consistency,4000000.00
14.900,Lead-Based Paint Hazard Control in Privately-Owned Housing,consistency,86600000.00
14.905,Lead Hazard Reduction Demonstration Grant Program,consistency,44000000.00
14.250,Rural Housing and Economic Development,consistency,17000000.00
14.506,General Research and Technology Activity,consistency,30478902.00
14.517,Early Doctoral Student Research Grants,consistency,100000.00
14.875,Public Housing Neighborhood Networks Grants,consistency,0.00
14.903,Operation Lead Elimination Action Program,consistency,17500000.00
14.904,Lead Outreach Grants,consistency,2000000.00
14.149,Rent Supplements_Rental Housing for Lower Income Families,consistency,0.00
14.157,Supportive Housing for the Elderly,consistency,778344000.00
14.181,Supportive Housing for Persons with Disabilities,consistency,255779000.00
14.195,Section 8 Housing Assistance Payments Program_Special Allocations,consistency,8726262525.00
14.197,Multifamily Assisted Housing Reform and Affordability Act,consistency,253000000.00
14.850,Public and Indian Housing,consistency,4200000000.00
14.871,Section 8 Housing Choice Vouchers,consistency,16051000000.00
14.879,Mainstream Vouchers,consistency,74745000.00
14.880,Family Unification Program (FUP),consistency,20000000.00
16.523,Juvenile Accountability Block Grants,consistency,51700000.00
16.540,Juvenile Justice and Delinquency Prevention_Allocation to States,consistency,74260000.00
16.548,Title V_Delinquency Prevention Program,consistency,61100000.00
16.556,Grants to State Sexual Assault and Domestic Violence Coalitions,consistency,8877254.00
16.575,Crime Victim Assistance,consistency,268064000.00
16.576,Crime Victim Compensation,consistency,268064000.00
16.579,Edward Byrne Memorial Formula Grant Program,consistency,4245.00
16.588,Violence Against Women Formula Grants,consistency,114354000.00
16.593,Residential Substance Abuse Treatment for State Prisoners,consistency,9400000.00
16.738,Edward Byrne Memorial Justice Assistance Grant Program,consistency,170433000.00
16.742,Paul Coverdell Forensic Sciences Improvement Grant Program,consistency,18800000.00
16.015,Missing Alzheimer's Disease Patient Assistance Program,consistency,94000.00
16.108,Americans With Disabilities Act Technical Assistance Program,consistency,17550000.00
16.110,Education and Enforcement of the Antidiscrimination Provision of the Immigration and Nationality Act,completeness,710500.00
16.202,Prisoner Reentry Initiative Demonstration (Offender Reentry),consistency,11750000.00
16.203,Comprehensive Approaches to Sex Offender Management Discretionary Grant (CASOM),consistency,4162000.00
16.307,Combined DNA Index System,consistency,15238207.00
16.320,Services for Trafficking Victims,consistency,9400000.00
16.321,Antiterrorism Emergency Reserve,consistency,50000000.00
16.524,Legal Assistance for Victims,consistency,27671944.00
16.525,"Grants to Reduce Domestic Violence, Dating Violence, Sexual Assault, and Stalking on Campus",consistency,6442850.00
16.526,OVW Technical Assistance Initiative,consistency,13759046.00
16.527,"Supervised Visitation, Safe Havens for Children",consistency,10413671.00
16.528,Enhanced Training and Services to End Violence and Abuse of Women Later in Life,consistency,3497172.00
16.529,"Education, Training, and Enhanced Services to End Violence Against and Abuse of Women with Disabilities ",consistency,7055000.00
16.541,"Part E - Developing, Testing and Demonstrating Promising New Programs",consistency,830000.00
16.543,Missing Children's Assistance,consistency,50000000.00
16.547,Victims of Child Abuse,consistency,30534353.00
16.557,Tribal Domestic Violence and Sexual Assault Coalitions Program,consistency,5108893.00
16.560,"National Institute of Justice Research, Evaluation, and Development Project Grants",consistency,17260000.00
16.580,Edward Byrne Memorial State and Local Law Enforcement Assistance Discretionary Grants Program,consistency,221907000.00
16.582,Crime Victim Assistance/Discretionary Grants,consistency,590000000.00
16.583,Children's Justice Act Partnerships for Indian Communities,consistency,3000000.00
16.585,Drug Court Discretionary Grant Program,consistency,15200000.00
16.587,Violence Against Women Discretionary Grants for Indian Tribal Governments,consistency,29938828.00
16.589,"Rural Domestic Violence, Dating Violence, Sexual Assault, and Stalking Assistance Program",consistency,23956385.00
16.590,Grants to Encourage Arrest Policies and Enforcement of Protection Orders,consistency,43148196.00
16.595,Community Capacity Development Office,consistency,32100000.00
16.596,Correctional Grant Program for Indian Tribes,consistency,8630000.00
16.601,Corrections_Training and Staff Development,consistency,6500000.00
16.608,Tribal Court Assistance Program,consistency,8630000.00
16.609,Community Prosecution and Project Safe Neighborhoods,consistency,20000000.00
16.610,Regional Information Sharing Systems,consistency,40000000.00
16.611,Closed-Circuit Televising of Child Victims of Abuse,consistency,940000.00
16.616,Indian Country Alcohol and Drug Prevention,consistency,5180000.00
16.710,Public Safety Partnership and Community Policing Grants,consistency,339404855.00
16.726,Juvenile Mentoring Program,consistency,70000000.00
16.727,Enforcing Underage Drinking Laws Program,consistency,25000000.00
16.731,Tribal Youth Program,consistency,14100000.00
16.735,Protecting Inmates and Safeguarding Communities Discretionary Grant Program ,consistency,17860000.00
16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault ",completeness,13973949.00
16.737,Gang Resistance Education and Training,consistency,18800000.00
16.740,Statewide Automated Victim Information Notification (SAVIN) Program,consistency,34780000.00
16.745,Criminal and Juvenile Justice and Mental Health Collaboration Program,consistency,6500000.00
16.746,Capital Case Litigation,consistency,2500000.00
16.749,Radiation Exposure Compensation Program,consistency,31000000.00
16.750,Support for Adam Walsh Act Implementation Grant Program,consistency,18960000.00
16.751,Edward Byrne Memorial Competitive Grant Program,consistency,16000000.00
16.752,Economic High-Tech and Cyber Crime Prevention,consistency,5000000.00
16.753,Congressionally Recommended Awards ,consistency,187500000.00
16.550,State Justice Statistics Program for Statistical Analysis Centers,consistency,34780000.00
16.554,National Criminal History Improvement Program (NCHIP),consistency,9400000.00
16.739,National Prison Rape Statistics Program ,consistency,2488000.00
16.606,State Criminal Alien Assistance Program,consistency,410000000.00
16.607,Bulletproof Vest Partnership Program,consistency,23970000.00
16.571,Public Safety Officers' Benefits Program,consistency,70854000.00
16.615,Public Safety Officers' Educational Assistance,consistency,3980000.00
17.207,Employment Service/Wagner-Peyser Funded Activities,consistency,773000000.00
17.225,Unemployment Insurance,consistency,46234000000.00
17.235,Senior Community Service Employment Program,consistency,504000000.00
17.258,WIA Adult Program,consistency,829000000.00
17.259,WIA Youth Activities,consistency,910000000.00
17.260,WIA Dislocated  Workers,consistency,1119000000.00
17.264,National Farmworker Jobs Program,consistency,80000000.00
17.267,Incentive Grants - WIA Section 503,consistency,10000000.00
17.271,Work Opportunity Tax Credit Program (WOTC) ,consistency,17000000.00
17.273,Temporary Labor Certification for Foreign Workers,consistency,13000000.00
17.801,Disabled Veterans' Outreach Program (DVOP),consistency,78900000.00
17.804,Local Veterans' Employment Representative Program,consistency,71812000.00
17.002,Labor Force Statistics,consistency,80287900.00
17.005,Compensation and Working Conditions,consistency,5911735.00
17.245,Trade Adjustment Assistance,consistency,260000000.00
17.261,"WIA Pilots, Demonstrations, and Research Projects",consistency,14000000.00
17.265,Native American Employment and Training,consistency,67000000.00
17.268,H-1B Job Training Grants,consistency,134000000.00
17.269,Community Based Job Training Grants,consistency,123000000.00
17.270,Reintegration of Ex-Offenders,consistency,63000000.00
17.274,YOUTHBUILD,consistency,60000000.00
17.502,Occupational Safety and Health_Susan Harwood Training Grants,consistency,9939000.00
17.503,Occupational Safety and Health_State Program,consistency,89502000.00
17.600,Mine Health and Safety Grants,consistency,8441000.00
17.603,Brookwood-Sago Grant,timeliness,500000.00
17.604,Safety and Health Grants,consistency,2161566.00
17.802,Veterans' Employment Program,consistency,7351000.00
17.805,Homeless Veterans Reintegration Project,consistency,22777043.00
17.807,Transition Assistance Program,consistency,6422048.00
17.266,Work Incentive Grants,consistency,18000000.00
17.504,Consultation Agreements,consistency,52425000.00
17.505,OSHA Data Initiative,consistency,1321000.00
17.302,Longshore and Harbor Workers' Compensation,consistency,140935698.00
17.307,Coal Mine Workers' Compensation,consistency,530437962.00
17.310,Energy Employees Occupational Illness Compensation,consistency,1072796000.00
15.133,Native American Business Development Institute,consistency,150000.00
15.252,Abandoned Mine Land Reclamation (AMLR) Program,consistency,285400000.00
15.426,Coastal Impact Assistance Program (CIAP),consistency,42365455.00
15.605,Sport Fish Restoration Program,consistency,398337729.00
15.611,Wildlife Restoration,consistency,309686579.00
15.626,Hunter Education and Safety Program,consistency,8000000.00
15.634,State Wildlife Grants,consistency,62724000.00
15.805,Assistance to State Water Resources Research Institutes,consistency,5985179.00
15.904,Historic Preservation Fund Grants-In-Aid,consistency,45774600.00
15.027,Assistance to Tribally Controlled Community Colleges and Universities,consistency,56713000.00
15.028,Tribally Controlled Community College Endowments,consistency,107000.00
15.043,Indian Child and Family Education,consistency,7000000.00
15.046,Administrative Cost Grants for Indian Schools,consistency,43373000.00
15.059,Indian Graduate Student Scholarships,consistency,2164000.00
15.114,Indian Education_Higher Education Grant Program,consistency,25960000.00
15.141,Indian Housing Assistance,consistency,13000000.00
15.144,Indian Child Welfare Act_Title II Grants,consistency,10974000.00
15.224,Cultural Resource Management,consistency,3350000.00
15.225,Recreation Resource Management,consistency,5100000.00
15.228,National Fire Plan - Wildland Urban Interface Community Fire Assistance,consistency,7360000.00
15.229,Wild Horse and Burro Resource Management,consistency,2950000.00
15.230,Invasive and Noxious Plant Management,consistency,2800000.00
15.231,"Fish, Wildlife and Plant Conservation Resource Management",consistency,25753000.00
15.232,Wildland Fire Research and Studies Program,consistency,230000.00
15.234,Secure Rural Schools and Community Self-Determination,consistency,8800000.00
15.235,Southern Nevada Public Land Management,consistency,96000000.00
15.237,Rangeland Resource Management,consistency,325000.00
15.238,Challenge Cost Share,consistency,3800000.00
15.239,Management Initiatives,consistency,2000000.00
15.240,Helium Resource Management,consistency,6900000.00
15.242,National Fire Plan - Rural Fire Assistance,consistency,6032000.00
15.250,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,consistency,60559.00
15.425,Offshore Research Technology Center (OTRC) Texas Engineering Experiment Station (TEES),consistency,400000.00
15.427,Federal Oil and Gas Royalty Management,consistency,10180000.00
15.428,Marine Gas Hydrate Research Activities,consistency,850000.00
15.507,Water 2025,consistency,6000000.00
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,consistency,75000000.00
15.509,Colorado River Basin Salinity Control Program,consistency,11406000.00
15.510,Colorado Ute Indian Water Rights Settlement Act,consistency,35000000.00
15.513,Dutch John Federal Property and Disposition  Assistance Act,consistency,376000.00
15.521,Lower Rio Grande Valley Water Resources Conservation and Improvement,consistency,2519000.00
15.526,San Gabriel Basin Restoration Project,consistency,400000.00
