CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
93.444,Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement,consistency,100000.00
93.583,Refugee and Entrant Assistance_Wilson/Fish Program,completeness,20000000.00
93.676,Unaccompanied Alien Children Program,completeness,77231000.00
93.776,Hurricane Katrina Relief,consistency,370784186.00
93.781,Seed Grants to States for Qualified High-Risk Pools,consistency,1450000.00
93.785,Pilot Program for National and State Background Checks--Direct Patient Access for Long-Term Care,consistency,16000.00
93.824,Basic/Core Area Health Education Centers,completeness,12262320.00
93.888,Specially Selected Health Projects,completeness,0.00
93.942,"Research, Treatment and Education Programs on Lyme Disease in the United States",completeness,2986426.00
93.945,Assistance Programs for Chronic Disease Prevention and Control,consistency,54337394.00
93.946,Cooperative Agreements to Support State-Based Safe Motherhood and Infant Health Initiative Programs,consistency,5021324.00
93.947,"Tuberculosis Demonstration, Research, Public and Professional Education",consistency,1840159.00
93.970,Health Professions Recruitment Program for Indians,completeness,0.00
93.972,Health Professions Scholarship Program,consistency,9603857.00
93.988,Cooperative Agreements for State-Based Diabetes Control Programs and Evaluation of Surveillance Systems,completeness,29858629.00
93.308,Extramural Loan Repayment for Individuals from Disadvantaged Backgrounds Conducting Clinical Research,consistency,1562000.00
93.162,National Health Service Corps Loan Repayment Program,consistency,60019317.00
93.209,Contraception and Infertility Research Loan Repayment Program,consistency,1000000.00
93.255,Children's Hospitals Graduate Medical Education Payment,consistency,297000000.00
93.303,Nursing Scholarship Program,consistency,10000000.00
93.441,Indian Self-Determination,consistency,509600000.00
93.770,Medicare_Prescription Drug Coverage,consistency,49103284000.00
93.773,Medicare_Hospital Insurance,consistency,204535620000.00
93.774,Medicare_Supplementary Medical Insurance,consistency,180941362000.00
93.783,Medicare Transitional Drug Assistance Program for States,consistency,9815000.00
93.784,Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,consistency,219919328.00
97.073,State Homeland Security Program (SHSP),consistency,509250000.00
97.008,Urban Areas Security Initiative ,consistency,24007500.00
97.024,Emergency Food and Shelter National Board Program,consistency,151470000.00
97.074,Law Enforcement Terrorism Prevention Program (LETPP),consistency,363750000.00
97.025,National Urban Search and Rescue (US&R) Response System,consistency,22238000.00
97.029,Flood Mitigation Assistance,consistency,31000000.00
97.040,Chemical Stockpile Emergency Preparedness Program,consistency,54886788.00
97.041,National Dam Safety Program,consistency,3212000.00
97.044,Assistance to Firefighters Grant,consistency,547000000.00
97.048,Disaster Housing Assistance to Individuals and Households in Presidential Declared Disaster Areas ,consistency,189366831.00
97.070,Map Modernization Management Support,consistency,5200000.00
97.071,Metropolitan Medical Response System,consistency,32010000.00
97.082,Earthquake Consortium,consistency,925000.00
97.089,Real ID Program,consistency,31300000.00
97.092,Repetitive Flood Claims,consistency,6807540.00
97.094,Prevention Advocacy Resources and Data Exchange Program,consistency,27000.00
97.095,Safe Kids Worldwide,consistency,200000.00
97.099,Residential Fire Safety & Fire Sprinkler Initiatives ,consistency,130000.00
97.107,National Incident Management System (NIMS),consistency,11636000.00
97.109,Disaster Housing Assistance Grant,consistency,204000000.00
97.023,Community Assistance Program State Support Services Element (CAP-SSSE),consistency,7500000.00
97.045,Cooperating Technical Partners,consistency,54000000.00
97.079,Public Alert Radios for Schools,consistency,2929847.00
97.087,Alternative Housing Pilot Program  ,consistency,388000000.00
97.098,Disaster Donations Management Program ,consistency,950000.00
97.014,Bridge Alteration,consistency,16029044.00
97.018,National Fire Academy Training Assistance,consistency,1365012.00
97.034,Disaster Unemployment Assistance,consistency,8398718.00
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,consistency,80576361.00
97.090,Law Enforcement Officer Reimbursement Agreement Program,consistency,66216332.00
97.100,Airport Checked Baggage Screening Program,consistency,413692000.00
14.218,Community Development Block Grants/Entitlement Grants,consistency,2592790000.00
14.228,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,consistency,1111196000.00
14.231,Emergency Shelter Grants Program,consistency,160000000.00
14.239,Home Investment Partnerships Program,consistency,1715671000.00
14.241,Housing Opportunities for Persons with AIDS,consistency,286110000.00
14.867,Indian Housing Block Grants,consistency,617265000.00
14.872,Public Housing Capital Fund,consistency,2493865000.00
14.169,Housing Counseling Assistance Program,consistency,38580000.00
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,consistency,6930000.00
14.235,Supportive Housing Program,consistency,951924000.00
14.238,Shelter Plus Care,consistency,315226000.00
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,consistency,9900000.00
14.247,Self-Help Homeownership Opportunity Program,consistency,19800000.00
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,consistency,14450000.00
14.252,Section 4 Capacity Building for Affordable Housing and Community Development Grants,consistency,29590000.00
14.316,Housing Counseling Training Program,consistency,3000000.00
14.401,Fair Housing Assistance Program_State and Local,consistency,26000000.00
14.408,Fair Housing Initiatives Program,consistency,19800000.00
14.514,Hispanic-Serving Institutions Assisting Communities,consistency,5940000.00
14.515,Alaska Native/Native Hawaiian Institutions Assisting Communities,consistency,2970000.00
14.516,Doctoral Dissertation Research Grants,consistency,295783.00
14.519,Tribal Colleges and Universities Program,consistency,2574000.00
14.520,Historically Black Colleges and Universities Program,consistency,8910000.00
14.862,Indian Community Development Block Grant Program,consistency,61796147.00
14.866,Demolition and Revitalization of Severely Distressed Public Housing,consistency,97020000.00
14.873,Native Hawaiian Housing Block Grants,consistency,8377770.00
14.878,Affordable Housing Development in Main Street Rejuvenation Projects,consistency,3000000.00
14.900,Lead-Based Paint Hazard Control in Privately-Owned Housing,consistency,76400000.00
14.905,Lead Hazard Reduction Demonstration Grant Program,consistency,54700000.00
14.250,Rural Housing and Economic Development,consistency,16830000.00
14.506,General Research and Technology Activity,consistency,39313731.00
14.517,Early Doctoral Student Research Grants,consistency,102693.00
14.876,Resident Opportunity and Supportive Services - Elderly and Persons with Disabilities,consistency,50000000.00
14.903,Operation Lead Elimination Action Program,consistency,17500000.00
14.904,Lead Outreach Grants,consistency,1187519.00
14.157,Supportive Housing for the Elderly,consistency,750264401.00
14.181,Supportive Housing for Persons with Disabilities,consistency,246569077.00
14.195,Section 8 Housing Assistance Payments Program_Special Allocations,consistency,8421000.00
14.197,Multifamily Assisted Housing Reform and Affordability Act,consistency,148000000.00
14.850,Public and Indian Housing,consistency,3864000000.00
14.871,Section 8 Housing Choice Vouchers,consistency,15970659000.00
14.879,Mainstream Vouchers,consistency,73662000.00
16.548,Title V_Delinquency Prevention Program,consistency,64169820.00
16.108,Americans With Disabilities Act Technical Assistance Program,consistency,17400000.00
16.307,Combined DNA Index System,consistency,7947000.00
16.320,Services for Trafficking Victims,consistency,9872280.00
16.321,Antiterrorism Emergency Reserve,consistency,50000000.00
16.547,Victims of Child Abuse,consistency,3240000.00
16.582,Crime Victim Assistance/Discretionary Grants,consistency,675000000.00
16.585,Drug Court Discretionary Grant Program,consistency,9872280.00
16.596,Correctional Grant Program for Indian Tribes,consistency,8885052.00
16.601,Corrections_Training and Staff Development,consistency,7219268.00
16.611,Closed-Circuit Televising of Child Victims of Abuse,consistency,976000.00
16.710,Public Safety Partnership and Community Policing Grants,consistency,555445730.00
16.730,Reduction and Prevention of Children's Exposure to Violence,consistency,9898000.00
16.735,Protecting Inmates and Safeguarding Communities Discretionary Grant Program ,consistency,17942869.00
16.746,Capital Case Litigation,consistency,987228.00
16.749,Radiation Exposure Compensation Program,consistency,38000000.00
16.750,Support for Adam Walsh Act Implementation Grant Program,consistency,6040000.00
16.550,State Justice Statistics Program for Statistical Analysis Centers,consistency,34552980.00
16.612,National White Collar Crime Center,consistency,8885052.00
16.739,National Prison Rape Statistics Program ,consistency,14808420.00
16.606,State Criminal Alien Assistance Program,consistency,399827340.00
16.607,Bulletproof Vest Partnership Program,consistency,26616840.00
16.571,Public Safety Officers' Benefits Program,consistency,68821622.00
16.615,Public Safety Officers' Educational Assistance,consistency,4012095.00
17.225,Unemployment Insurance,consistency,35860000000.00
17.235,Senior Community Service Employment Program,consistency,109000000.00
17.261,"WIA Pilots, Demonstrations, and Research Projects",consistency,26000000.00
17.270,Reintegration of Ex-Offenders,consistency,74000000.00
17.807,Transition Assistance Program,consistency,5618155.00
17.302,Longshore and Harbor Workers' Compensation,consistency,149539.00
17.307,Coal Mine Workers' Compensation,consistency,527373.00
17.310,Energy Employees Occupational Illness Compensation,consistency,898090.00
15.252,Abandoned Mine Land Reclamation (AMLR) Program,consistency,145352582.00
15.426,Coastal Impact Assistance Program (CIAP),consistency,250000000.00
15.605,Sport Fish Restoration Program,completeness,349089063.00
15.611,Wildlife Restoration,completeness,241310443.00
15.626,Hunter Education and Safety Program,completeness,8000000.00
15.634,State Wildlife Grants,completeness,60754843.00
15.805,Assistance to State Water Resources Research Institutes,completeness,5171000.00
15.904,Historic Preservation Fund Grants-In-Aid,consistency,42663000.00
15.625,Wildlife Conservation and Restoration,completeness,0.00
15.027,Assistance to Tribally Controlled Community Colleges and Universities,consistency,54612000.00
15.028,Tribally Controlled Community College Endowments,consistency,109000.00
15.043,Indian Child and Family Education,consistency,4565000.00
15.046,Administrative Cost Grants for Indian Schools,consistency,44060000.00
15.059,Indian Graduate Student Scholarships,consistency,2198000.00
15.114,Indian Education_Higher Education Grant Program,consistency,25832000.00
15.141,Indian Housing Assistance,consistency,23000000.00
15.144,Indian Child Welfare Act_Title II Grants,consistency,10063000.00
15.222,Cooperative Inspection Agreements with States and Tribes,completeness,1000000.00
15.225,Recreation Resource Management,completeness,3500000.00
15.228,National Fire Plan - Wildland Urban Interface Community Fire Assistance,completeness,8100000.00
15.229,Wild Horse and Burro Resource Management,consistency,1490093.00
15.230,Invasive and Noxious Plant Management,consistency,2718000.00
15.231,"Fish, Wildlife and Plant Conservation Resource Management",consistency,4000000.00
15.232,Wildland Fire Research and Studies Program,consistency,231000.00
15.234,Secure Rural Schools and Community Self-Determination,consistency,8500000.00
15.235,Southern Nevada Public Land Management,consistency,425000000.00
15.237,Rangeland Resource Management,consistency,322369.00
15.238,Challenge Cost Share,consistency,3789000.00
15.239,Management Initiatives,consistency,3045000.00
15.240,Helium Resource Management,consistency,6900000.00
15.250,Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining,consistency,56365000.00
15.425,Offshore Research Technology Center (OTRC) Texas Engineering Experiment Station (TEES),consistency,400000.00
15.427,Federal Oil and Gas Royalty Management,consistency,9490000.00
15.507,Water 2025,completeness,9200000.00
15.508,Providing Water to At-Risk Natural Desert Terminal Lakes,consistency,7000000.00
15.509,Colorado River Basin Salinity Control Program,completeness,16408500.00
15.510,Colorado Ute Indian Water Rights Settlement Act,consistency,57420000.00
15.511,Cultural Resources Management,completeness,899669.00
15.513,Dutch John Federal Property and Disposition  Assistance Act,completeness,367763.00
15.515,Federal Resource Protection ,completeness,628843.00
15.519,"Indian Tribal Water Resources Development, Management, and Protection",completeness,3829061.00
15.521,Lower Rio Grande Valley Water Resources Conservation and Improvement,completeness,1200000.00
15.526,San Gabriel Basin Restoration Project,consistency,753313.00
15.527,"San Luis Unit, Central Valley Project",consistency,3500000.00
15.529,Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs,consistency,11480000.00
15.530,Water Conservation Field Services Program (WCFSP),consistency,1548998.00
15.614,"Coastal Wetlands Planning, Protection and Restoration Act",completeness,18750000.00
15.615,Cooperative Endangered Species Conservation Fund,completeness,81001000.00
15.616,Clean Vessel Act,completeness,12300000.00
15.619,Rhinoceros and Tiger Conservation Fund,consistency,1496000.00
15.620,African Elephant Conservation Fund,consistency,1299000.00
15.621,Asian Elephant Conservation Fund,consistency,1299000.00
15.622,Sportfishing and Boating Safety Act,consistency,12200000.00
15.623,North American Wetlands Conservation Fund,completeness,67079040.00
15.628,Multistate Conservation Grant Program,consistency,6000000.00
15.629,Great Apes Conservation Fund,completeness,1279000.00
15.633,Landowner Incentive Program,completeness,21301500.00
15.635,Neotropical Migratory Bird Conservation ,consistency,3822915.00
15.639,Tribal Wildlife Grants Program,consistency,6000000.00
15.640,Wildlife Without Borders- Latin America and the Caribbean ,consistency,691000.00
15.641,Wildlife Without Borders-Mexico ,consistency,630000.00
15.642,Challenge Cost Share,consistency,12000000.00
15.643,Alaska Migratory Bird Co-Management Council,completeness,222600.00
15.645,Marine Turtle Conservation Fund,consistency,621000.00
15.647,Migratory  Bird Conservation,consistency,250500.00
15.648,Central Valley Project Improvement  (CVPI) Anadromous Fish Restoration Program (AFRP),consistency,8754544.00
15.649,Service Training and Technical Assistance (Generic Training),consistency,156032.00
15.653,National Outreach and Communication Program,consistency,12000000.00
15.655,"Migratory Bird Monitoring, Assessment and Conservation",consistency,2278500.00
15.813,Cooperative Research Units Training Program,consistency,150000.00
15.814,National Geological and Geophysical Data Preservation Program,consistency,180000.00
15.875,"Economic, Social, and Political Development of the Territories",completeness,225892000.00
15.916,"Outdoor Recreation_Acquisition, Development and Planning",completeness,27994976.00
15.922,Native American Graves Protection and Repatriation Act,consistency,2400000.00
15.923,National Center for Preservation Technology and Training,consistency,345667.00
15.926,American Battlefield Protection,consistency,492184.00
15.928,Civil War Battlefield Land Acquisition Grants,consistency,4000000.00
15.929,Save America's Treasures,consistency,8074000.00
15.930,Chesapeake Bay Gateways Network,consistency,480350.00
15.233,Forests and Woodlands Resource Management,consistency,45000.00
15.236,Environmental Quality and Protection Resource Management,consistency,7221600.00
15.253,Not-for-Profit AMD Reclamation,consistency,1500000.00
15.255,Applied Science Program Cooperative Agreements Related to Coal Mining and Reclamation,consistency,1200000.00
15.421,Alaska Coastal Marine Institute,consistency,500000.00
15.422,Louisiana State University (LSU) Coastal Marine Institute  (CMI),consistency,1400000.00
15.424,Marine Minerals Activities,consistency,750000.00
15.506,Water Desalination Research and Development Program,consistency,30000.00
15.512,"Central Valley Project Improvement Act, Title XXXIV",consistency,5500000.00
15.514,Reclamation States Emergency Drought Relief,consistency,475000.00
15.516,Fort Peck Reservation Rural Water System ,completeness,5000000.00
15.517,Fish and Wildlife Coordination Act,completeness,12323628.00
15.518,Garrison Diversion Unit,consistency,24221000.00
15.520,Lewis and Clark Rural Water System ,consistency,21000000.00
15.522,Mni Wiconi Rural Water Supply Project,consistency,24221000.00
15.523,Perkins County Rural Water System,consistency,125000.00
15.524,Recreation Resources Management,completeness,3232789.00
15.525,Rocky Boy's/North Central Montana Regional Water System ,consistency,7000000.00
15.528,St. Mary Storage Unit Facilities Rehabilitation Project,consistency,452453.00
15.531,Yakima River Basin Water Enhancement Project (YRBWEP),completeness,9865864.00
15.532,"Central Valley Project, Trinity River Division, Trinity River  Fish and Wildlife Management",consistency,1705038.00
15.533,California Water Security and Environmental Enhancement,completeness,1000000.00
15.632,Conservation Grants Private Stewardship for Imperiled Species,completeness,8930000.00
15.636,Alaska Subsistence Management,completeness,6393000.00
15.637,Migratory Bird Joint Ventures,completeness,4019000.00
15.638,Tribal Landowner Incentive Program,consistency,2366690.00
15.807,Earthquake Hazards Reduction Program,completeness,12800000.00
15.808,U.S. Geological Survey_ Research and Data Collection,completeness,41000000.00
15.810,National Cooperative Geologic Mapping Program,consistency,6683313.00
15.811,Gap Analysis Program  ,completeness,1800000.00
15.812,Cooperative Research Units Program ,completeness,15405511.00
15.931,Conservation Activities by Youth Service Organizations,consistency,12000000.00
15.978,Upper Mississippi River System Long Term Resource Monitoring Program,completeness,2950136.00
15.021,Consolidated Tribal Government Program,consistency,63185000.00
15.022,Tribal Self-Governance,consistency,388643000.00
15.024,Indian Self-Determination Contract Support,consistency,143628000.00
15.025,"Services to Indian Children, Elderly and Families",consistency,21032000.00
15.029,Tribal Courts,consistency,8168840.00
15.030,Indian Law Enforcement,consistency,116560200.00
15.031,Indian Community Fire Protection,consistency,903760.00
15.032,Indian Economic Development,consistency,1940530.00
15.034,Agriculture on Indian Lands,consistency,3485400.00
15.038,Minerals and Mining on Indian Lands,consistency,1224840.00
15.057,Navajo-Hopi Indian Settlement Program,consistency,229600.00
15.063,Improvement and Repair of Indian Detention Facilities,consistency,7292700.00
15.064,Structural Fire Protection_Bureau of Indian Affairs Facilities,consistency,532960.00
15.113,Indian Social Services_Welfare Assistance,consistency,59332460.00
15.148,Tribal Energy Development Capacity Grants,consistency,374773.00
15.630,Coastal Program,consistency,12984000.00
15.644,Federal Junior Duck Stamp Conservation and Design ,consistency,164000.00
15.020,Aid To Tribal Governments,consistency,36270000.00
15.026,Indian Adult Education,consistency,2464000.00
15.033,Road Maintenance_Indian Roads,consistency,7442550.00
15.035,Forestry on Indian Lands,consistency,15649135.00
15.036,Indian Rights Protection,consistency,393110.00
15.037,Water Resources on Indian Lands,consistency,4094495.00
15.040,Real Estate Programs_Indian Lands,consistency,3606000.00
15.041,Environmental Management_Indian Programs,consistency,4500000.00
15.042,Indian School Equalization Program,consistency,211824000.00
15.044,Indian Schools_Student Transportation,consistency,29305000.00
15.045,Assistance for Indian Children with Severe Disabilities,consistency,3713000.00
15.048,Bureau of Indian Affairs Facilities_Operations and Maintenance,consistency,1384040.00
15.051,Endangered Species on Indian Lands,consistency,153000.00
15.052,Litigation Support for Indian Rights,consistency,2324000.00
15.053,Attorney Fees_Indian Rights,consistency,1826000.00
15.055,Alaskan Indian Allotments and Subsistence Preference_Alaska National Interest Lands Conservation Act,consistency,136000.00
15.062,Replacement and Repair of Indian Schools,consistency,122700150.00
15.065,Safety of Dams on Indian Lands,consistency,8900000.00
15.108,Indian Employment Assistance,consistency,7261840.00
15.130,Indian Education_Assistance to Schools,consistency,16371000.00
15.254,Summer Watershed Intern,consistency,65000.00
15.631,Partners for Fish and Wildlife,consistency,42660000.00
15.226,Payments in Lieu of Taxes,consistency,198000000.00
15.227,Distribution of Receipts to State and Local Governments,consistency,256733000.00
21.006,Tax Counseling for the Elderly,consistency,3950000.00
21.008,Low-Income Taxpayer Clinics,consistency,8000000.00
21.021,Bank Enterprise Award Program,consistency,11167711.00
20.218,National Motor Carrier Safety,consistency,197000000.00
20.515,State Planning and Research,consistency,19991000.00
20.521,New Freedom Program,completeness,9323016.00
20.700,Pipeline Safety Program Base Grants,completeness,19518000.00
20.233,Border Enforcement Grants,consistency,32000000.00
20.234,Safety Data Improvement Program,completeness,3000000.00
20.235,Commercial Motor Vehicle Operator Training Grants,consistency,1000000.00
20.237,Commercial Vehicle Information Systems and Networks,consistency,3000000.00
20.238,Commercial Drivers License Information System ,consistency,7000000.00
20.240,Fuel Tax Evasion-Intergovernmental Enforcement Effort,consistency,1000000.00
20.313,Railroad Research and Development,consistency,1097262.00
20.314,Railroad Development,consistency,3500000.00
20.518,Capital and Training Assistance Program for Over-the-Road Bus Accessibility,completeness,6856849.00
20.519,Clean Fuels,completeness,15920000.00
20.522,Alternatives Analysis ,completeness,15745000.00
20.607,Alcohol Open Container Requirements,consistency,92971359.00
20.608,Minimum Penalties for Repeat Offenders for Driving While Intoxicated,consistency,124501824.00
20.609,Safety Belt Performance Grants,completeness,124500000.00
20.610,State Traffic Safety Information System Improvement Grants,completeness,34500000.00
20.611,Incentive Grant Program to Prohibit Racial Profiling,completeness,8613632.00
20.612,Incentive Grant Program to Increase Motorcyclist Safety,completeness,6000000.00
20.613,Child Safety and Child Booster Seats Incentive Grants,completeness,6000000.00
20.614,National Highway Transportation Safety Administration (NHTSA) Discretionary Safety Grants,consistency,40000000.00
20.701,University Transportation Centers Program,completeness,76700000.00
20.703,Interagency Hazardous Materials Public Sector Training and Planning Grants,consistency,12800000.00
20.721,PHMSA Pipeline Safety Program One Call Grant,consistency,1021000.00
20.761,Biobased Transportation Research,completeness,12500000.00
20.762,Research Grants,completeness,1000000.00
20.764,Hydrogen Storage Research and Development,consistency,41200000.00
20.930,Payments for Small Community Air Service Development,consistency,8875678.00
20.931,"Transportation Planning, Research and Education",consistency,3000000.00
20.303,Grants-in-Aid for Railroad Safety_State Participation,consistency,1400000.00
20.704,RITA Hydrogen,consistency,1322807.00
20.760,University Transportation Centers,consistency,76700000.00
20.763,Research and Innovative Technology (RIT) Hydrogen Alternative Fuel Life Cycle,consistency,1000000.00
20.910,Assistance to small and disadvantaged businesses,completeness,0.00
20.806,State Maritime Schools,consistency,11099000.00
20.813,Maritime Security Fleet Program,consistency,154440000.00
64.014,Veterans State Domiciliary Care,consistency,45034000.00
64.015,Veterans State Nursing Home Care,consistency,451644000.00
64.016,Veterans State Hospital Care,consistency,6565000.00
64.005,Grants to States for Construction of State Home Facilities,consistency,73515000.00
64.024,VA Homeless Providers Grant and Per Diem Program,consistency,81187000.00
64.026,Veterans State Adult Day Health Care,consistency,362000.00
64.203,State Cemetery Grants,completeness,45888000.00
64.100,Automobiles and Adaptive Equipment for Certain Disabled Veterans and Members of the Armed Forces,consistency,53443000.00
64.106,Specially Adapted Housing for Disabled Veterans,consistency,27764000.00
64.117,Survivors and Dependents Educational Assistance,consistency,423335000.00
64.120,Post-Vietnam Era Veterans' Educational Assistance,consistency,2256000.00
64.101,Burial Expenses Allowance for Veterans,consistency,168875000.00
64.202,Procurement of Headstones and Markers and/or Presidential Memorial Certificates,consistency,41846000.00
64.104,Pension for Non-Service-Connected Disability for Veterans,consistency,2834696000.00
64.105,"Pension to Veterans Surviving Spouses, and Children",consistency,828121000.00
64.109,Veterans Compensation for Service-Connected Disability,consistency,29091160000.00
64.110,Veterans Dependency and Indemnity Compensation for Service-Connected Death,consistency,4547883000.00
64.116,Vocational Rehabilitation for Disabled Veterans,consistency,575043000.00
64.124,All-Volunteer Force Educational Assistance,consistency,1991078000.00
64.127,Monthly Allowance for Children of Vietnam Veterans Born with Spina Bifida,consistency,18254000.00
66.033,Ozone Transport Commission,completeness,639000.00
66.034,"Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",consistency,45783177.00
66.035,Community Action for a Renewed Environment (CARE) Program,consistency,1900000.00
66.113,Region 3 Environmental Priority Projects ,consistency,411625.00
66.305,Compliance Assistance Support for Services to the Regulated Community and Other Assistance Providers ,completeness,1280240.00
66.310,Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,consistency,1445000.00
66.424,"Surveys, Studies, Investigations, Demonstrations, and Training Grants - Section 1442 of the Safe Drinking Water Act",consistency,1383418.00
66.436,"Surveys, Studies, Investigations, Demonstrations, and Training Grants and Cooperative Agreements - Section 104(b)(3) of the Clean Water Act",completeness,23584634.00
66.469,Great Lakes Program,consistency,37165148.00
66.473,Direct Implementation Tribal Cooperative Agreements,consistency,604024.00
66.479,Wetland Program Grants -  State/Tribal Environmental Outcome Wetland Demonstration Program,completeness,6157723.00
66.480,Assessment and Watershed Protection Program Grants ,consistency,1100000.00
66.481,Lake Champlain Basin Program,completeness,997000.00
66.509,Science To Achieve Results (STAR) Research Program,completeness,61300000.00
66.511,Office of Research and Development Consolidated Research/Training/Fellowships,completeness,33200000.00
66.512,Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,completeness,2210173.00
66.513,Greater Research Opportunities (GRO) Fellowships For Undergraduate/Graduate Environmental Study,consistency,1520700.00
66.514,Science To Achieve Results (STAR) Fellowship Program ,consistency,9100000.00
66.516,P3 Award: National Student Design Competition for Sustainability,consistency,1067000.00
66.517,Regional Applied Research Efforts (RARE) ,consistency,823265.00
66.608,Environmental Information Exchange Network Grant Program and Related Assistance,completeness,15305146.00
66.610,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of the Administrator",consistency,472992.00
66.707,TSCA Title IV State Lead Grants Certification of Lead-Based Paint Professionals,completeness,22472953.00
66.716,"Research, Development, Monitoring, Public Education, Training, Demonstrations, and Studies",consistency,4838827.00
66.717,Source Reduction Assistance,consistency,1249076.00
66.718,National Community-Based Lead Outreach and Training Grant Program ,completeness,3100000.00
66.813,"Alternative or Innovative Treatment Technology Research, Demonstration, Training, and Hazardous Substance Research Grants",completeness,1711400.00
66.816,Headquarters and Regional Underground Storage Tanks Program,completeness,267794.00
66.940,Environmental Policy and State Innovation Grants,completeness,1611000.00
66.951,Environmental Education Grants,completeness,1340000.00
66.952,National Network for Environmental Management Studies Fellowship Program,consistency,221335.00
66.117,Region 9 multi-media and geographic priority projects,consistency,124000.00
66.203,Environmental Finance Center Grants,consistency,2000000.00
66.309,"Surveys, Studies, Investigations and Special Purpose Activities Relating to Environmental Justice",completeness,0.00
66.461,Regional Wetland Program Development Grants,completeness,9300000.00
66.462,National Wetland Program Development Grants and Five-Star Restoration Training Grant,completeness,500000.00
66.475,Gulf of Mexico Program,completeness,2258800.00
66.609,Protection of Children and Older Adults (Elderly) from Environmental Health Risks,completeness,897420.00
66.802,"Superfund State, Political Subdivision, and Indian Tribe Site_Specific Cooperative Agreements",consistency,50000000.00
66.808,Solid Waste Management Assistance Grants,consistency,2700601.00
66.809,Superfund State and Indian Tribe Core Program Cooperative Agreements,consistency,8.00
66.812,Hazardous Waste Management Grant Program for Tribes,consistency,288000.00
66.950,Environmental Education and Training Program,consistency,837000.00
30.002,Employment Discrimination_State and Local Fair Employment Practices Agency Contracts,consistency,28000000.00
39.003,Donation of Federal Surplus Personal Property,consistency,11507000.00
45.129,Promotion of the Humanities_Federal/State Partnership,completeness,38818257.00
45.130,Promotion of the Humanities_Challenge Grants,completeness,10273705.00
45.149,Promotion of the Humanities_Division of Preservation and Access,completeness,23905060.00
45.160,Promotion of the Humanities_Fellowships and Stipends,consistency,6796000.00
45.161,Promotion of the Humanities_Research,completeness,8969769.00
45.162,Promotion of the Humanities_Teaching and Learning Resources and Curriculum Development,completeness,2223567.00
45.163,Promotion of the Humanities_Professional Development,completeness,14359170.00
45.164,Promotion of the Humanities_Public Programs,completeness,13847063.00
47.081,Office of Experimental Program to Stimulate Competitive Research ,consistency,102110000.00
77.008,U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program,consistency,400000.00
57.001,Social Insurance for Railroad Workers,consistency,9907000000.00
59.046,Microloan Program,consistency,35575000.00
59.007,7(j) Technical Assistance,consistency,3340000.00
59.037,Small Business Development Centers,consistency,101241000.00
59.043,Women's Business Ownership Assistance,consistency,20432000.00
59.044,Veterans Business Development,consistency,4181000.00
59.050,PRIME Technical Assistance,consistency,1863000.00
59.051,New Markets Venture Capital Program,consistency,210000.00
59.052,Native American Outreach,consistency,1415000.00
59.055,HUBZone Program,consistency,6767000.00
59.070,Drug-Free Workplace Program,consistency,849000.00
96.001,Social Security_Disability Insurance,completeness,96988000000.00
96.002,Social Security_Retirement Insurance,completeness,406880000000.00
96.004,Social Security_Survivors Insurance,completeness,69830000000.00
96.006,Supplemental Security Income,completeness,36481897840.00
96.020,Special Benefits for Certain World War II Veterans,consistency,11000000.00
19.300,Program for Study of Eastern Europe and the Independent States of the Former Soviet Union,consistency,4200000.00
19.400,Educational Exchange_Graduate Students,consistency,60700000.00
19.401,Educational Exchange_University Lecturers (Professors) and Research Scholars,consistency,43550000.00
19.402,International Visitors Program,consistency,11360000.00
19.415,Professional Exchanges_Annual Open Grant,consistency,7050000.00
19.500,Middle East Partnership Initiative (MEPI) ,consistency,120000.00
19.408,Educational Exchange_Teachers from Secondary and Postsecondary Levels and School Administrators,consistency,12390000.00
19.421,Exchange_English Language Fellow Program,consistency,6800000.00
19.432,Overseas Educational Advising,consistency,1775000.00
19.520,Overseas Refugee Assistance Programs for Europe,consistency,40000000.00
19.522,Overseas Refugee Assistance Programs for Strategic Global Priorities,completeness,63000000.00
98.001,USAID Foreign Assistance for Programs Overseas,consistency,4697862.00
98.002,Cooperative Development Program (CDP),consistency,5500000.00
98.004,Non-Governmental Organization Strengthening (NGO),completeness,6158942.00
98.006,Foreign Assistance to American Schools and Hospitals Abroad (ASHA),completeness,16000000.00
98.007,Food for Peace Development Assistance Program (DAP),completeness,350000000.00
98.011,Global Development Alliance,consistency,395000000.00
