CFDA number,CFDA Program Title,Failed Metric,CFDA Program Obligation
93.958,Block Grants for Community Mental Health Services,timeliness,399735000.00
93.959,Block Grants for Prevention and Treatment of Substance Abuse,timeliness,1689661450.00
93.964,Public Health Traineeships,consistency,14336417.00
93.975,National All Schedules Prescription Electronic Reporting Grant,timeliness,2000000.00
93.991,Preventive Health and Health Services Block Grant,consistency,95892759.00
93.994,Maternal and Child Health Services Block Grant to the States,consistency,1107662194.00
93.264,Nurse Faculty Loan Program (NFLP),consistency,7089668.00
93.009,Compassion Capital Fund  ,consistency,19315089.00
93.010,Community-Based Abstinence Education (CBAE) ,consistency,124438000.00
93.047,"Special Programs for the Aging_Title VI, Part A, Grants to Indian Tribes_Part B, Grants to Native Hawaiians",consistency,32790938.00
93.048,Special Programs for the Aging_Title IV_and Title II_Discretionary Projects,consistency,48618000.00
93.054,"National Family Caregiver Support, Title VI, Part C, Grants To Indian Tribes And Native Hawaiians",consistency,6351477.00
93.061,Innovations in Applied Public Health Research,consistency,27000000.00
93.063,Centers for Genomics and Public Health,consistency,0.00
93.067,Global AIDS,consistency,1124382010.00
93.086,Healthy Marriage Promotion and Responsible Fatherhood Grants,consistency,149870000.00
93.087,Enhance the Safety of Children Affected by Parental Methamphetamine or Other Substance Abuse,consistency,29400000.00
93.088,Advancing System Improvements to Support Targets for Healthy People 2010,consistency,4000000.00
93.089,Emergency System for Advance Registration of Volunteer Health Professionals,consistency,3115389.00
93.103,Food and Drug Administration_Research,consistency,38665076.00
93.104,Comprehensive Community Mental Health Services for Children with Serious Emotional Disturbances (SED),timeliness,84229718.00
93.110,Maternal and Child Health Federal Consolidated Programs,consistency,136281000.00
93.113,Environmental Health,consistency,313664000.00
93.117,Grants for Preventive Medicine,consistency,1231304.00
93.118,Acquired Immunodeficiency Syndrome (AIDS) Activity,consistency,3378016.00
93.134,Grants to Increase Organ Donations,consistency,7004484.00
93.136,Injury Prevention and Control Research and State and Community Based Programs,consistency,102000000.00
93.142,NIEHS Hazardous Waste Worker Health and Safety Training,consistency,26288517.00
93.143,NIEHS Superfund Hazardous Substances_Basic Research and Education,timeliness,46340000.00
93.145,AIDS Education and Training Centers,consistency,32723479.00
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",consistency,70947170.00
93.156,"Geriatric Training for Physicians, Dentists and Behavioral/Mental Health Professionals",consistency,6429964.00
93.161,Health Program for Toxic Substances and Disease Registry,consistency,8045550.00
93.165,Grants to States for Loan Repayment Program,consistency,9151764.00
93.172,Human Genome Research,consistency,444024000.00
93.173,Research Related to Deafness and Communication Disorders,consistency,328000000.00
93.178,Nursing Workforce Diversity,timeliness,14851245.00
93.185,"Immunization Research, Demonstration, Public Information and Education_Training and Clinical Skills Improvement Projects",consistency,9000000.00
93.187,Undergraduate Scholarship Program for Individuals from Disadvantaged Backgrounds,consistency,280000.00
93.191,Allied Health Special Projects,consistency,1875000.00
93.197,Childhood Lead Poisoning Prevention Projects_State and Local Childhood Lead Poisoning Prevention and Surveillance of Blood Lead Levels in Children,consistency,27409189.00
93.204,Surveillance of Hazardous Substance Emergency Events,consistency,989871.00
93.211,Telehealth Network Grants,consistency,350000.00
93.212,Chiropractic Demonstration Project Grants,timeliness,1814492.00
93.213,Research and Training in Complementary and Alternative Medicine,consistency,88547000.00
93.220,Clinical Research Loan Repayment Program for Individuals from Disadvantaged Backgrounds,consistency,77469.00
93.223,Development and Coordination of Rural Health Services,consistency,750000.00
93.224,"Consolidated Health Centers (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, Public Housing Primary Care, and School Based Health Centers)",consistency,1915000000.00
93.225,National Research Service Awards_Health Services Research Training,consistency,7902000.00
93.226,"Research on Healthcare Costs, Quality and Outcomes",consistency,91544000.00
93.228,Indian Health Service_Health Management Development Program,consistency,2586000.00
93.232,Loan Repayment Program for General Research,consistency,4972327.00
93.233,National Center on Sleep Disorders Research,consistency,44823936.00
93.234,Traumatic Brain Injury State Demonstration Grant Program,consistency,6050836.00
93.236,Grants for Dental Public Health Residency Training,consistency,4612180.00
93.237,Special Diabetes Program for Indians_Diabetes Prevention and Treatment  Projects,consistency,112300000.00
93.240,State Capacity Building,consistency,11500000.00
93.241,State Rural Hospital Flexibility Program,consistency,21600000.00
93.242,Mental Health Research Grants,consistency,963287000.00
93.247,Advanced Education Nursing Grant Program,consistency,40697432.00
93.250,Geriatric Academic Career Awards,consistency,6287937.00
93.251,Universal Newborn Hearing Screening,consistency,17791229.00
93.253,Poison Control Stabilization and Enhancement Grants,consistency,8900000.00
93.254,Infant Adoption Awareness Training,consistency,12953000.00
93.256,State Planning Grants Health Care Access for the Uninsured,timeliness,70945306.00
93.259,Rural Access to Emergency Devices Grant,consistency,1100000.00
93.262,Occupational Safety and Health Program,consistency,94525742.00
93.265,Comprehensive Geriatric Education Program(CGEP),timeliness,4163057.00
93.268,Immunization Grants,consistency,2928311226.00
93.269,Complex Humanitarian Emergency and War-Related Injury Public Health Activities,consistency,250000.00
93.275,Substance Abuse and Mental Health Services-Access to Recovery,completeness,97550168.00
93.276,Drug-Free Communities Support Program Grants,consistency,81789937.00
93.279,Drug Abuse and Addiction Research Programs,consistency,38645000.00
93.281,Mental Health Research Career/Scientist Development Awards,consistency,70480000.00
93.301,Small Rural Hospital Improvement Grant Program,consistency,14879518.00
93.307,Minority Health and Health Disparities Research ,consistency,326292000.00
93.310,Trans-NIH Research Support,consistency,498000000.00
93.359,"Nurse Education, Practice and Retention Grants",consistency,34461514.00
93.360,"Biomedical Advanced Research and Development Authority (BARDA), Biodefense Medical Countermeasure Development",consistency,15000000.00
93.361,Nursing Research,consistency,121815000.00
93.389,National Center for Research Resources,consistency,1589428000.00
93.393,Cancer Cause and Prevention Research,consistency,1292766000.00
93.394,Cancer Detection and Diagnosis Research,consistency,512016000.00
93.395,Cancer Treatment Research,consistency,536494000.00
93.396,Cancer Biology Research,consistency,506514000.00
93.397,Cancer Centers Support Grants,consistency,479564000.00
93.398,Cancer Research Manpower,consistency,181540000.00
93.399,Cancer Control,consistency,205757000.00
93.404,ARRA  Dental Public Health Residency Training Grants,consistency,269032.00
93.407,ARRA - Scholarships for Disadvantaged Students,timeliness,19342430.00
93.408,ARRA - Nurse Faculty Loan Program,timeliness,5328340.00
93.410,ARRA  Licensure Portability Grant Program,consistency,700000.00
93.417,ARRA - Nursing Workforce Diversity,timeliness,2617845.00
93.550,Transitional Living for Homeless Youth,consistency,43764000.00
93.551,Abandoned Infants,consistency,11628000.00
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",consistency,17721000.00
93.564,Child Support Enforcement Research,consistency,4000000.00
93.570,Community Services Block Grant_Discretionary Awards,consistency,45984000.00
93.576,Refugee and Entrant Assistance_Discretionary Grants,consistency,75069000.00
93.579,U.S. Repatriation,consistency,1300000.00
93.581,Improving the Capability of Indian Tribal Governments to Regulate Environmental Quality,consistency,2471419.00
93.587,Promote the Survival and Continuing Vitality of Native American Languages,consistency,9805374.00
93.592,Family Violence Prevention and Services/Grants for Battered Women's Shelters_Discretionary Grants,consistency,15985500.00
93.593,Job Opportunities for Low-Income Individuals,consistency,5288000.00
93.595,"Welfare Reform Research, Evaluations and National Studies",consistency,41980000.00
93.597,Grants to States for Access and Visitation Programs,consistency,10000000.00
93.598,Services to Victims of a Severe Form of Trafficking,consistency,4086000.00
93.600,Head Start,consistency,7110283000.00
93.601,Child Support Enforcement Demonstrations and Special Projects,consistency,1148332.00
93.602,Assets for Independence Demonstration Program,consistency,22515000.00
93.604,Assistance for Torture Victims,consistency,10603000.00
93.605,Family Connection Grants,consistency,14923381.00
93.612,Native American Programs,consistency,28508306.00
93.616,Mentoring Children of Prisoners,consistency,49300000.00
93.623,Basic Center Grant,consistency,53468000.00
93.631,Developmental Disabilities Projects of National Significance,consistency,14134000.00
93.632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",consistency,37943000.00
93.647,Social Services Research and Demonstration,consistency,20188000.00
93.648,Child Welfare Services Training Grants,consistency,7207000.00
93.652,Adoption Opportunities,consistency,26379000.00
93.670,Child Abuse and Neglect Discretionary Activities,consistency,41740000.00
93.702,"NATIONAL CENTER FOR RESEARCH RESOURCES, RECOVERY ACT CONSTRUCTION SUPPORT ",consistency,1000000000.00
93.703,ARRA  Health Center Integrated Services Development Initiative[g1],consistency,1348000000.00
93.706,Aging Nutrition Services for Native Americans,timeliness,3000000.00
93.708,ARRA - HEAD START,consistency,569000000.00
93.709,ARRA  EARLY HEAD START ,consistency,8000000.00
93.715,Recovery Act  Comparative Effectiveness Research - AHRQ,consistency,1000000.00
93.720,ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative,consistency,1000000.00
93.722,ARRA - IHS Tribal Agreements,consistency,80000000.00
93.768,Medicaid Infrastructure Grants To Support the Competitive Employment of People with Disabilities,consistency,65262608.00
93.769,Demonstration to Maintain Independence and Employment,consistency,3490710.00
93.779,"Centers for Medicare and Medicaid Services (CMS) Research, Demonstrations and Evaluations",consistency,30192000.00
93.789,Alternatives to Psychiatric Residential Treatment Facilities for Children,consistency,8804328.00
93.790,Alternate Non-Emergency Service Providers or Networks,completeness,24020801.00
93.791,Money Follows the Person Rebalancing Demonstration ,consistency,250450045.00
93.837,Cardiovascular Diseases Research,consistency,1340807006.00
93.838,Lung Diseases Research,consistency,556212914.00
93.839,Blood Diseases and Resources Research,consistency,363994253.00
93.846,"Arthritis, Musculoskeletal and Skin Diseases Research",consistency,829590000.00
93.847,"Diabetes, Digestive, and Kidney Diseases Extramural Research",consistency,1352092000.00
93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,consistency,2534355000.00
93.855,"Allergy, Immunology and Transplantation Research",consistency,619217000.00
93.856,Microbiology and Infectious Diseases Research,consistency,2073724000.00
93.859,Biomedical Research and Research Training,consistency,1911377000.00
93.865,Child Health and Human Development Extramural Research,consistency,1830120000.00
93.866,Aging Research,consistency,878098000.00
93.867,Vision Research,consistency,550318000.00
93.879,Medical Library Assistance,consistency,62121000.00
93.884,Grants for Training in Primary Care Medicine and Dentistry,consistency,44351267.00
93.891,Alcohol Research Center Grants,consistency,27276000.00
93.912,Rural Health Care Services Outreach and Rural Health Network Development Program,consistency,56000000.00
93.913,Grants to States for Operation of Offices of Rural Health,consistency,9260000.00
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,consistency,188751445.00
93.923,Disadvantaged Health Professions Faculty Loan Repayment (FLRP) and Minority Faculty Fellowship Program (MFFP),consistency,56276.00
93.924,Ryan White HIV/AIDS Dental Reimbursements\Community Based Dental Partnership,timeliness,12828470.00
93.925,Scholarships for Health Professions Students from Disadvantaged Backgrounds,consistency,42105260.00
93.926,Healthy Start Initiative,consistency,95889912.00
93.932,Native Hawaiian Health Systems,consistency,12650000.00
93.933,Demonstration Projects for Indian Health,consistency,11959065.00
93.936,National Institutes of Health Acquired Immunodeficiency Syndrome Research Loan Repayment Program,consistency,48000.00
93.938,Cooperative Agreements to Support Comprehensive School Health Programs to Prevent the Spread of HIV and Other Important Health Problems,consistency,35593573.00
93.939,HIV Prevention Activities_Non-Governmental Organization Based,consistency,77501379.00
93.940,HIV Prevention Activities_Health Department Based,consistency,327098892.00
93.941,"HIV Demonstration, Research, Public and Professional Education Projects",consistency,14945541.00
93.943,Epidemiologic Research Studies of Acquired Immunodeficiency Syndrome (AIDS) and Human Immunodeficiency Virus (HIV) Infection in Selected Population Groups,consistency,4483640.00
93.944,Human Immunodeficiency Virus (HIV)/Acquired Immunodeficiency Virus Syndrome (AIDS) Surveillance,consistency,76044582.00
93.965,Coal Miners Respiratory Impairment Treatment Clinics and Services,consistency,5600000.00
93.969,Geriatric Education Centers,consistency,16083587.00
93.977,Preventive Health Services_Sexually Transmitted Diseases Control Grants,consistency,107899583.00
93.978,"Preventive Health Services_Sexually Transmitted Diseases Research, Demonstrations, and Public Information and Education Grants",consistency,4810883.00
93.982,Mental Health Disaster Assistance and Emergency Mental Health,timeliness,29754402.00
93.064,"Laboratory Training, Evaluation, and Quality Assurance Programs",consistency,2400000.00
93.065,"Laboratory Leadership, Workforce Training and Management Development, Improving Public Health Laboratory Infrastructure",consistency,12000000.00
93.066,State Vital Statistics Improvement Program,consistency,500000.00
93.068,"Chronic Diseases:  Research, Control, and Prevention  ",consistency,4000000.00
93.069,Public Health Emergency Preparedness,consistency,688914546.00
93.116,Project Grants and Cooperative Agreements for Tuberculosis Control Programs,consistency,98531318.00
93.123,Health Professions Pregraduate Scholarship Program for Indians,consistency,1364846.00
93.127,Emergency Medical Services for Children,consistency,0.00
93.129,Technical and Non-Financial Assistance to Health Centers,consistency,40000000.00
93.130,Cooperative Agreements to States/Territories for the Coordination and Development of Primary Care Offices,consistency,20000000.00
93.135,Centers for Research and Demonstration for Health Promotion and Disease Prevention,consistency,24200000.00
93.164,Indian Health Service Educational Loan Repayment,consistency,23608630.00
93.184,Disabilities Prevention,consistency,17461660.00
93.208,Great Lakes Human Health Effects Research,consistency,800000.00
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements ,consistency,1236000000.00
93.231,Epidemiology Cooperative Agreements,consistency,6000000.00
93.266,Rapid Expansion of Antiretroviral Therapy Programs for HIV-Infected Persons in Selected Countries in Africa and the Caribbean Under the President's Emergency Plan for AIDS Relief,consistency,152000000.00
93.270,Adult Viral Hepatitis Prevention and Control,consistency,8500000.00
93.282,Mental Health National Research Service Awards for Research Training,consistency,50197000.00
93.283,Centers for Disease Control and Prevention_Investigations and Technical Assistance,consistency,85000270.00
93.284,Injury Prevention Program for American Indians and Alaskan Natives_Cooperative Agreements,consistency,1400000.00
93.300,National Center for Health Workforce Analysis,completeness,750000.00
93.365,Sickle Cell Treatment Demonstration Program,consistency,3918699.00
93.392,Cancer Construction,consistency,0.00
93.444,Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement,consistency,164979.00
93.583,Refugee and Entrant Assistance_Wilson/Fish Program,consistency,30000000.00
93.676,Unaccompanied Alien Children Program,consistency,102312000.00
93.887,Health Care and Other Facilities,consistency,258880378.00
93.888,Specially Selected Health Projects,consistency,48678529.00
93.919,Cooperative Agreements for State-Based Comprehensive Breast and Cervical Cancer Early Detection Programs,consistency,159825794.00
93.942,"Research, Treatment and Education Programs on Lyme Disease in the United States",consistency,1400363.00
93.945,Assistance Programs for Chronic Disease Prevention and Control,consistency,54337394.00
93.946,Cooperative Agreements to Support State-Based Safe Motherhood and Infant Health Initiative Programs,consistency,5200000.00
93.947,"Tuberculosis Demonstration, Research, Public and Professional Education",consistency,799582.00
93.954,Tribal Recruitment and Retention of Health Professionals into Indian Health Programs,consistency,100000.00
93.970,Health Professions Recruitment Program for Indians,consistency,1767216.00
93.280,National Institutes of Health Loan Repayment Program for Clinical Researchers,consistency,39858000.00
93.308,Extramural Loan Repayment for Individuals from Disadvantaged Backgrounds Conducting Clinical Research,consistency,938000.00
93.400,National Health Service Corps Scholarship Program,consistency,8411500.00
93.401,ARRA - National Health Service Corps Loan Repayment ,consistency,37087055.00
93.406,Nursing Education Loan Repayment Program (NELRP),consistency,26864400.00
93.409,Faculty Loan Repayment Programs,consistency,1194841.00
93.704,TRANS-NIH RECOVERY ACT LOAN REPAYMENT SUPPORT  ,consistency,12000000.00
93.162,National Health Service Corps Loan Repayment Program,consistency,63394077.00
93.209,Contraception and Infertility Research Loan Repayment Program,consistency,1069015.00
93.255,Children's Hospitals Graduate Medical Education Payment,consistency,297000000.00
93.285,National Institutes of Health Pediatric Research Loan Repayment Program,consistency,18150387.00
93.288,National Health Service Corps Scholarship Program,consistency,19441374.00
93.770,Medicare_Prescription Drug Coverage,consistency,54815000000.00
93.773,Medicare_Hospital Insurance,consistency,242234000000.00
93.774,Medicare_Supplementary Medical Insurance,consistency,194351000000.00
93.784,Federal Reimbursement of Emergency Health Services Furnished to Undocumented Aliens,consistency,144000000.00
93.908,Nursing Education Loan Repayment Program ,consistency,19994198.00
97.012,Boating Safety Financial Assistance,consistency,133552127.00
97.042,Emergency Management Performance Grants,consistency,315000000.00
97.067,Homeland Security Grant Program,consistency,1714300154.00
97.073,State Homeland Security Program (SHSP),consistency,861265000.00
97.008,Urban Areas Security Initiative ,consistency,15000000.00
97.024,Emergency Food and Shelter National Board Program,consistency,200000000.00
97.005,State and Local Homeland Security Training  Program,consistency,118260050.00
97.010,Citizenship Education and Training,consistency,1600000.00
97.025,National Urban Search and Rescue (US&R) Response System,consistency,28629280.00
97.029,Flood Mitigation Assistance,consistency,30000000.00
97.032,Crisis Counseling,consistency,37377764.00
97.036,Disaster Grants - Public Assistance (Presidentially Declared Disasters),consistency,5743024360.00
97.039,Hazard Mitigation Grant,consistency,312936080.00
97.040,Chemical Stockpile Emergency Preparedness Program,consistency,69493064.00
97.041,National Dam Safety Program,consistency,7550000.00
97.043,State Fire Training Systems Grants,consistency,1400000.00
97.044,Assistance to Firefighters Grant,consistency,565000000.00
97.046,Fire Management Assistance Grant,consistency,30000000.00
97.047,Pre-Disaster Mitigation,consistency,90000000.00
97.048,Disaster Housing Assistance to Individuals and Households in Presidential Declared Disaster Areas ,consistency,810579689.00
97.052,Emergency Operations Centers,consistency,34002500.00
97.055,Interoperable Communications Equipment,completeness,48575000.00
97.062,"Scholars and Fellows, and Educational Programs",consistency,3500000.00
97.069,Aviation Research Grants,consistency,6000000.00
97.071,Metropolitan Medical Response System,consistency,39831404.00
97.075,Rail and Transit Security Grant Program,consistency,388600000.00
97.076,National Center for Missing and Exploited Children (NCMEC) ,consistency,203000.00
97.078,Buffer Zone Protection Program (BZPP) ,consistency,48575000.00
97.082,Earthquake Consortium,consistency,3225000.00
97.083,Staffing for Adequate Fire and Emergency Response (SAFER),consistency,210000000.00
97.089,Real ID Program,consistency,50000000.00
97.092,Repetitive Flood Claims,consistency,10000000.00
97.093,Fire Service Hazardous Materials Preparedness and Response,consistency,50000.00
97.094,Prevention Advocacy Resources and Data Exchange Program,consistency,24000.00
97.097,Training Resource and Data Exchange (TRADE),consistency,93000.00
97.099,Residential Fire Safety & Fire Sprinkler Initiatives ,consistency,130000.00
97.103,Degrees at a Distance Program ,consistency,70000.00
97.104,"Homeland Security-related Science, Technology, Engineering and Mathematics (HS STEM) Career Development Program",consistency,3500000.00
97.105,"Firefighter/Emergency Medical Services (EMS) Outreach, Technology Transfer,  Information Dissemination, and Technical Assistance",consistency,371950.00
97.107,National Incident Management System (NIMS),consistency,3839520.00
97.109,Disaster Housing Assistance Grant,consistency,365354435.00
97.110,Severe Loss Repetitive Program,consistency,63000000.00
97.112,Border Infrastructure Improvement Projects,consistency,39733814.00
97.113,Rail and Transit Security Grant Program (ARRA) ,timeliness,150000000.00
97.114,Emergency Food and Shelter National Board Program (ARRA),completeness,100000000.00
97.115,Assistance to Firefighters Grant (ARRA),consistency,210000000.00
97.116,Port Security Grant Program (ARRA),completeness,150000000.00
97.117,TSA Airport Checked Baggage Inspection System Program  (ARRA),consistency,371200000.00
97.118,Advanced Surveillance Program (ASP),consistency,50400000.00
97.119,2010 Olympics First Responder Training,consistency,157000.00
97.023,Community Assistance Program State Support Services Element (CAP-SSSE),consistency,8600000.00
97.045,Cooperating Technical Partners,consistency,77000000.00
97.053,Citizen Corps,consistency,15000000.00
97.057,Intercity Bus Security Grants,consistency,11658000.00
97.059,Truck Security Program,completeness,2224750.00
97.066,"Homeland Security Information Technology Research, Testing, Evaluation and Demonstration Program",consistency,5750000.00
97.072,National Explosives Detection Canine Team Program,consistency,26895905.00
97.088,Disaster Assistance Projects,consistency,10696650.00
97.098,Disaster Donations Management Program ,consistency,515425.00
97.033,Disaster Legal Services,consistency,96269.00
97.018,National Fire Academy Training Assistance,consistency,1600000.00
97.034,Disaster Unemployment Assistance,consistency,17950169.00
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,consistency,330717896.00
97.090,Law Enforcement Officer Reimbursement Agreement Program,consistency,62949907.00
97.100,Airport Checked Baggage Screening Program,consistency,757138000.00
14.218,Community Development Block Grants/Entitlement Grants,consistency,2544477000.00
14.228,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,consistency,1090490000.00
14.231,Emergency Shelter Grants Program,consistency,160000000.00
14.239,Home Investment Partnerships Program,consistency,1825000000.00
14.241,Housing Opportunities for Persons with AIDS,consistency,310000000.00
14.867,Indian Housing Block Grants,consistency,640943926.00
14.872,Public Housing Capital Fund,consistency,1955858204.00
14.881,Moving to Work Demonstration Program,consistency,3483595367.00
14.253,Community Development Block Grant ARRA Entitlement Grants (CDBG-R)(Recovery Act Funded),consistency,681000000.00
14.255,Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii  (Recovery Act Funded),consistency,292000000.00
14.257,  Homelessness Prevention and Rapid Re-Housing Program (Recovery Act Funded),consistency,1350000000.00
14.258,Tax Credit Assistance Program (Recovery Act Funded),completeness,2250000000.00
14.169,Housing Counseling Assistance Program,consistency,60000000.00
14.191,Multifamily Housing Service Coordinators,consistency,0.00
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,consistency,7000000.00
14.227,Community Development Block Grants/Technical Assistance Program,consistency,5000000.00
14.235,Supportive Housing Program,consistency,1052265000.00
14.238,Shelter Plus Care,consistency,432847000.00
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,consistency,175311000.00
14.247,Self-Help Homeownership Opportunity Program,consistency,26500000.00
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,consistency,7463000.00
14.251,"Economic Development Initiative-Special Project, Neighborhood Initiative and Miscellaneous Grants",consistency,19546000.00
14.252,Section 4 Capacity Building for Affordable Housing and Community Development Grants,consistency,34000000.00
14.314,Assisted Living Conversion for Eligible Multifamily Housing Projects,consistency,0.00
14.316,Housing Counseling Training Program,consistency,5000000.00
14.318,Assisted Housing Stability and Energy and Green Retrofit Investments Program (Recovery Act Funded),consistency,50000000.00
14.401,Fair Housing Assistance Program_State and Local,consistency,21900131.00
14.408,Fair Housing Initiatives Program,consistency,26300000.00
14.416,Educaction and Outreach Initiatives,consistency,3100000.00
14.418,Private Enforcement Initiatives ,consistency,21100000.00
14.514,Hispanic-Serving Institutions Assisting Communities,consistency,6000000.00
14.515,Alaska Native/Native Hawaiian Institutions Assisting Communities,consistency,3000000.00
14.516,Doctoral Dissertation Research Grants,consistency,200000.00
14.519,Tribal Colleges and Universities Program,consistency,5000000.00
14.520,Historically Black Colleges and Universities Program,completeness,9000000.00
14.862,Indian Community Development Block Grant Program,consistency,62740000.00
14.866,Demolition and Revitalization of Severely Distressed Public Housing,consistency,117600000.00
14.870,Resident Opportunity and Supportive Services - Service Coordinators,consistency,28000000.00
14.873,Native Hawaiian Housing Block Grants,consistency,10267594.00
14.877,Public Housing Family Self-Sufficiency under Resident Opportunity and Supportive Services,consistency,12000000.00
14.878,Affordable Housing Development in Main Street Rejuvenation Projects,consistency,4000000.00
14.882,Native American Housing Block Grants (Formula) Recovery Act Funded,consistency,253227695.00
14.886,Indian Community Development Block Grant Program  (Recovery Act Funded),consistency,9567413.00
14.900,Lead-Based Paint Hazard Control in Privately-Owned Housing,consistency,69034591.00
14.905,Lead Hazard Reduction Demonstration Grant Program,consistency,48000000.00
14.250,Rural Housing and Economic Development,consistency,0.00
14.254,Community Development Block Grants/Special Purpose Grants/Insular Areas  (Recovery Act Funded),consistency,7000000.00
14.506,General Research and Technology Activity,consistency,32234761.00
14.883,Native Hawaiian Housing Block Grants (Recovery Act Funded),completeness,10200000.00
14.903,Operation Lead Elimination Action Program,consistency,2000000.00
14.904,Lead Outreach Grants,consistency,2000000.00
14.907,Lead-Based Paint Hazard Control in Privately-Owned Housing (Recovery Act  Funded),completeness,77949463.00
14.909,Lead Hazard Reduction Demonstration Grant Program (Recovery Act Funded),completeness,2616843.00
14.317,Section 8 Housing Assistance Payments Program Special Allocations (Recovery Act Funded),consistency,2000000000.00
14.149,Rent Supplements_Rental Housing for Lower Income Families,consistency,0.00
14.157,Supportive Housing for the Elderly,consistency,784485000.00
14.181,Supportive Housing for Persons with Disabilities,consistency,224189000.00
14.195,Section 8 Housing Assistance Payments Program_Special Allocations,consistency,9042000000.00
14.197,Multifamily Assisted Housing Reform and Affordability Act,consistency,14000000.00
14.850,Public and Indian Housing,consistency,3832013748.00
14.856,Lower Income Housing Assistance Program_Section 8 Moderate Rehabilitation,consistency,176806320.00
14.871,Section 8 Housing Choice Vouchers,consistency,13801359025.00
14.879,Mainstream Vouchers,completeness,90953919.00
14.880,Family Unification Program (FUP),consistency,19913290.00
16.017,Sexual Assault Services Program,consistency,18282810.00
16.523,Juvenile Accountability Block Grants,consistency,55783964.00
16.540,Juvenile Justice and Delinquency Prevention_Allocation to States,consistency,75030407.00
16.548,Title V_Delinquency Prevention Program,consistency,2718649.00
16.556,Grants to State Sexual Assault and Domestic Violence Coalitions,consistency,17985935.00
16.575,Crime Victim Assistance,consistency,363827013.00
16.576,Crime Victim Compensation,consistency,181963959.00
16.588,Violence Against Women Formula Grants,consistency,80047800.00
16.593,Residential Substance Abuse Treatment for State Prisoners,consistency,10304629.00
16.738,Edward Byrne Memorial Justice Assistance Grant Program,consistency,529604298.00
16.741,Forensic DNA Backlog Reduction Program,consistency,155350938.00
16.742,Paul Coverdell Forensic Sciences Improvement Grant Program,consistency,24199501.00
16.748,Convicted Offender and/or Arrestee DNA Backlog Reduction Program (In-House Analysis and Data Review),consistency,155350938.00
16.803,RECOVERY ACT - EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT (JAG) PROGRAM  / GRANTS TO STATES AND TERRITORIES,consistency,1247119857.00
16.804,RECOVERY ACT - EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT (JAG) PROGRAM / GRANTS TO UNITS OF LOCAL GOVERNMENT,consistency,748245919.00
16.013,Violence Against Women Act Court Training and Improvement Grants,consistency,1900000.00
16.014,"Engaging Men and Youth in Preventing Domestic Violence, Dating Violence, Sexual Assault, and Stalking",consistency,464000.00
16.015,Missing Alzheimer's Disease Patient Assistance Program,consistency,1703987.00
16.016,Culturally and Linguistically Specific Services Program,consistency,13018455.00
16.108,Americans With Disabilities Act Technical Assistance Program,consistency,18467000.00
16.110,Education and Enforcement of the Antidiscrimination Provision of the Immigration and Nationality Act,consistency,750000.00
16.202,Prisoner Reentry Initiative Demonstration (Offender Reentry),consistency,22289641.00
16.203,Comprehensive Approaches to Sex Offender Management Discretionary Grant (CASOM),consistency,3168530.00
16.307,Combined DNA Index System,consistency,15586000.00
16.320,Services for Trafficking Victims,consistency,10299213.00
16.321,Antiterrorism Emergency Reserve,consistency,2865855.00
16.524,Legal Assistance for Victims,consistency,29392105.00
16.525,"Grants to Reduce Domestic Violence, Dating Violence, Sexual Assault, and Stalking on Campus",consistency,10589062.00
16.526,OVW Technical Assistance Initiative,consistency,48840973.00
16.527,"Supervised Visitation, Safe Havens for Children",consistency,9067903.00
16.528,Enhanced Training and Services to End Violence and Abuse of Women Later in Life,consistency,3648598.00
16.529,"Education, Training, and Enhanced Services to End Violence Against and Abuse of Women with Disabilities ",completeness,5919309.00
16.541,"Part E - Developing, Testing and Demonstrating Promising New Programs",consistency,82073777.00
16.543,Missing Children's Assistance,consistency,69526729.00
16.544,Gang-Free Schools and Communities_Community-Based Gang Intervention,consistency,2292662.00
16.547,Victims of Child Abuse,consistency,0.00
16.557,Tribal Domestic Violence and Sexual Assault Coalitions Program,consistency,5413922.00
16.560,"National Institute of Justice Research, Evaluation, and Development Project Grants",consistency,48991957.00
16.562,Criminal Justice Research and Development_Graduate Research Fellowships,consistency,120000.00
16.566,National Institute of Justice W.E.B. DuBois Fellowship Program,consistency,75000.00
